Name: “Table 1 of 1 on page 29 of 29”,Name: “Table 1 of 1 on page 29 of 29”,Name: “Table 1 of 1 on page 29 of 29”,Name: “Table 1 of 1 on page 29 of 29”,Name: “Table 1 of 1 on page 29 of 29”,Name: “Table 1 of 1 on page 29 of 29”,Name: “Table 1 of 1 on page 29 of 29”,Name: “Table 1 of 1 on page 29 of 29”
Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29
,,,,,,,
,,APPENDIX,APPENDIX,APPENDIX,,,
,"NATIONWIDE MSA FATALITY DATA, 2002-2004","NATIONWIDE MSA FATALITY DATA, 2002-2004","NATIONWIDE MSA FATALITY DATA, 2002-2004","NATIONWIDE MSA FATALITY DATA, 2002-2004","NATIONWIDE MSA FATALITY DATA, 2002-2004","NATIONWIDE MSA FATALITY DATA, 2002-2004",
,Fatalities and Fatality Rates in Metropolitan Statistical Areas (MSAs) with Populations,Fatalities and Fatality Rates in Metropolitan Statistical Areas (MSAs) with Populations,Fatalities and Fatality Rates in Metropolitan Statistical Areas (MSAs) with Populations,Fatalities and Fatality Rates in Metropolitan Statistical Areas (MSAs) with Populations,Fatalities and Fatality Rates in Metropolitan Statistical Areas (MSAs) with Populations,Fatalities and Fatality Rates in Metropolitan Statistical Areas (MSAs) with Populations,Fatalities and Fatality Rates in Metropolitan Statistical Areas (MSAs) with Populations
,"Between One and Three Million People, 2002-2004","Between One and Three Million People, 2002-2004","Between One and Three Million People, 2002-2004","Between One and Three Million People, 2002-2004","Between One and Three Million People, 2002-2004",,
,,,,,2002 - 2004,2002 - 2004,2002 - 2004
,,2002,2003,2004,Average Annual,Average Yearly,Fatality Rate
MSA,2004 Population,Fatalities,Fatalities,Fatalities,Fatalities,VMT,per 100 MVMT
"Austin-Round Rock, TX MSA","1,412,271",239,175,198,204.0,"13,262,248,862**",1.54
"Baltimore-Towson, MD MSA","2,639,213",270,284,257,270.3,"25,320,000,000*",1.07
"Birmingham-Hoover, AL MSA","1,082,193",211,181,217,203.0,"12,553,367,022*",1.62
"Buffalo-Cheektowaga-Tonawanda, NY MSA","1,154,378",89,87,91,89.0,"7,253,693,616**",1.23
"Charlotte-Gastonia-Concord, NC-SC MSA","1,474,734",165,174,191,176.7,"14,759,739,451*",1.20
"Cincinnati-Middletown, OH-KY-IN MSA","2,058,221",223,218,227,222.7,"18,959,967,878",1.17
"Cleveland-Elyria-Mentor, OH MSA","2,137,073",146,131,134,137.0,"16,986,753,500",0.81
"Columbus, OH MSA","1,693,906",185,169,172,175.3,"17,382,198,347",1.01
"Denver-Aurora-Boulder, CO CMSA","2,609,063",298,225,245,256.0,"24,089,188,687**",1.06
"Grand Rapids-Muskegon-Holland, MI CMSA","1,194,291",174,154,138,155.3,"10,436,646,000",1.49
"Greensboro-Winston-Salem-High Point, NC MSA","1,109,149",177,173,151,167.0,"11,718,000,000*",1.43
"Hampton Roads, VA-NC MSA","1,598,900",146,130,131,135.7,"14,337,315,462",0.95
"Indianapolis, IN MSA","1,621,613",162,165,185,170.7,"18,703,208,820*",0.91
"Jacksonville, FL MSA","1,225,381",198,196,216,203.3,"15,129,268,219",1.34
"Kansas City, MO-KS MSA","1,925,319",262,234,230,242.0,"21,219,081,231**",1.14
"Las Vegas-Paradise, NV MSA","1,650,671",213,223,247,227.7,"12,362,000,000*",1.84
"Louisville, KY-IN MSA","1,200,847",160,162,178,166.7,"13,340,210,095*",1.25
"Milwaukee-Racine-Waukesha, WI CMSA","1,709,926",121,130,134,128.3,"16,029,998,600*",0.80
"Nashville-Davidson-Murfeesboro, TN MSA","1,395,879",238,258,256,250.7,"17,883,480,288*",1.40
"New Orleans-Metairie-Kenner, LA MSA","1,319,589",184,173,195,184.0,"8,665,000,000",2.12
"Oklahoma City, OK MSA","1,144,327",164,151,176,163.7,"13,764,001,567",1.19
"Orlando, FL MSA","1,861,707",342,321,389,350.7,"20,453,887,103",1.71
"Pittsburgh, PA MSA","2,401,575",252,234,235,240.3,"20,147,124,019",1.19
"Raleigh-Durham-Cary, NC CMSA","1,365,892",186,203,206,198.3,"14,258,000,000*",1.39
"Richmond-Petersburg, VA MSA","1,152,800",182,154,177,171.0,"14,025,964,335",1.22
"Sacramento-Arden Arcade-Roseville, CA MSA","2,016,702",239,249,220,236.0,"18,484,366,567",1.28
"Salt Lake City-Odgen-Clearfield, UT CMSA","1,496,281",134,112,131,125.7,"13,445,167,712",0.93
"San Antonio, TX MSA","1,854,050",259,235,259,251.0,"16,865,728,943**",1.49
"San Diego, CA MSA","2,931,714",299,290,299,296.0,"28,246,249,217",1.05
"Tampa-St. Petersburg-Clearwater, FL MSA","2,587,967",464,418,430,437.3,"26,099,747,436",1.68
Data Sources:,"US Census Bureau, NHTSA FARS database, and various state DOT and DMV websites.","US Census Bureau, NHTSA FARS database, and various state DOT and DMV websites.",,,,,
* - Includes only 2003 or 2004 VMT data,,,,,,,
** - Estimated based on historical data,,,,,,,
The Hampton Roads MSA includes the localities within the Hampton Roads PDC with the following exceptions:,The Hampton Roads MSA includes the localities within the Hampton Roads PDC with the following exceptions:,The Hampton Roads MSA includes the localities within the Hampton Roads PDC with the following exceptions:,The Hampton Roads MSA includes the localities within the Hampton Roads PDC with the following exceptions:,The Hampton Roads MSA includes the localities within the Hampton Roads PDC with the following exceptions:,The MSA includes,,
"Mathews County and Currituck County, NC, and the MSA excludes Southampton County and the City of Franklin.","Mathews County and Currituck County, NC, and the MSA excludes Southampton County and the City of Franklin.","Mathews County and Currituck County, NC, and the MSA excludes Southampton County and the City of Franklin.","Mathews County and Currituck County, NC, and the MSA excludes Southampton County and the City of Franklin.","Mathews County and Currituck County, NC, and the MSA excludes Southampton County and the City of Franklin.",,,
,,,,,,,Hampton Roads
,,23,23,,,,Regional Safety Study
