Name: “Table 1 of 1 on page 20 of 138”,Name: “Table 1 of 1 on page 20 of 138”,Name: “Table 1 of 1 on page 20 of 138”,Name: “Table 1 of 1 on page 20 of 138”,Name: “Table 1 of 1 on page 20 of 138”,Name: “Table 1 of 1 on page 20 of 138”,Name: “Table 1 of 1 on page 20 of 138”,Name: “Table 1 of 1 on page 20 of 138”,Name: “Table 1 of 1 on page 20 of 138”
Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20
,,,,,,,,
,,,,,,,,
,,,,,,,,15
,,Armed Forces & Civilians- HRTPO's Largest 11 Localities,Armed Forces & Civilians- HRTPO's Largest 11 Localities,Armed Forces & Civilians- HRTPO's Largest 11 Localities,Armed Forces & Civilians- HRTPO's Largest 11 Localities,Armed Forces & Civilians- HRTPO's Largest 11 Localities,,
100%,,,,,,,,
,,,,,9%,,,
,,,,12%,,,,
,,16%,16%,,,,,
90%,,,,,,,,
,24%,,,,,,,
,,,,,,The armed forces',The armed forces',The armed forces'
80%,,,,,,share of the labor,share of the labor,share of the labor
,,,,,,force is less than half,force is less than half,force is less than half
70%,,,,,,of what it was in 1970.,of what it was in 1970.,of what it was in 1970.
60%,,,,,,,,
50%,,,,,,"Armed Forces, % of labor force","Armed Forces, % of labor force","Armed Forces, % of labor force"
,,,,,91%,"Civilian Labor Force, % of labor force","Civilian Labor Force, % of labor force","Civilian Labor Force, % of labor force"
,,,,88%,,,,
,,84%,84%,,,,,
40%,,,,,,,,
,76%,,,,,,,
30%,,,,,,,,
20%,,,,,,,,
10%,,,,,,,,
0%,,,,,,,,
,Year 1970,Year 1980,Year 1990,Year 2000,Year 2010,,,
,Data Source: HRTP	O analysis of US Census data.,Data Source: HRTP	O analysis of US Census data.,,,,,,
HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,,,,,,
