Name: “Table 1 of 1 on page 135 of 138”,Name: “Table 1 of 1 on page 135 of 138”,Name: “Table 1 of 1 on page 135 of 138”,Name: “Table 1 of 1 on page 135 of 138”,Name: “Table 1 of 1 on page 135 of 138”,Name: “Table 1 of 1 on page 135 of 138”,Name: “Table 1 of 1 on page 135 of 138”,Name: “Table 1 of 1 on page 135 of 138”,Name: “Table 1 of 1 on page 135 of 138”,Name: “Table 1 of 1 on page 135 of 138”
Table: 135,Table: 135,Table: 135,Table: 135,Table: 135,Table: 135,Table: 135,Table: 135,Table: 135,Table: 135
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,130
,York,,,,,,,,
,,1Source,Year 1970,Year 1980,Year 1990,Year 2000,Year 2010,,
Means of Transportation to Work,Means of Transportation to Work,,,,,,,,
Workers 16 Years and Over,Workers 16 Years and Over,,,,,,,,
,"Drove Alone (car, truck, van)",Sample,n.a.,"10,986","17,488","24,485",n.a.,,
,"Carpooled (car, truck, van)",Sample,n.a.,"3,969","2,640","2,579",n.a.,,
,Public Transportation (excluding taxi),Sample,n.a.,287,139,120,n.a.,,
,Taxicab,Sample,n.a.,32,0,35,n.a.,,
,Walked,Sample,n.a.,"1,024",521,430,n.a.,,
,Motorcycle,Sample,n.a.,167,19,15,n.a.,,
,Bicycle,Sample,n.a.,81,16,60,n.a.,,
,Other Means,Sample,n.a.,217,134,195,n.a.,,
,Worked at Home,Sample,n.a.,207,463,720,n.a.,,
,,,n.a.,"16,970","21,420","28,639",n.a.,,
Means of Transportation to Work,Means of Transportation to Work,,,,,,,,
"Drove Alone (car, truck, van)","Drove Alone (car, truck, van)",Sample,n.a.,65%,82%,85%,n.a.,,
"Carpooled (car, truck, van)","Carpooled (car, truck, van)",Sample,n.a.,23%,12%,9%,n.a.,,
Public Transportation (excluding taxi),Public Transportation (excluding taxi),Sample,n.a.,1.7%,0.6%,0.4%,n.a.,,
Taxicab,,Sample,n.a.,0.19%,0.00%,0.12%,n.a.,,
Walked,,Sample,n.a.,6.0%,2.4%,1.5%,n.a.,,
Motorcycle,,Sample,n.a.,1.0%,0.1%,0.1%,n.a.,,
Bicycle,,Sample,n.a.,0.5%,0.1%,0.2%,n.a.,,
Other Means,,Sample,n.a.,1.3%,0.6%,0.7%,n.a.,,
Worked at Home,,Sample,n.a.,1.2%,2.2%,2.5%,n.a.,,
,,,n.a.,100%,100%,100%,n.a.,,
Travel Time to Work,,,,,,,,,
"Mean Travel Time to Work, minutes","Mean Travel Time to Work, minutes",Sample,n.a.,19.8,20.3,23.7,21.2,,
Workers 16+ (Did Not Work at Home),Workers 16+ (Did Not Work at Home),,,,,,,,
,Less than 10 minutes,Sample,n.a.,"2,436","2,373","2,818","3,965",,
,10 to 44 minutes,Sample,n.a.,"12,881","17,294","22,305","24,214",,
,45 or more minutes,Sample,n.a.,981,"1,290","2,791","2,687",,
,,,n.a.,"16,298","20,957","27,914","30,866",,
Less than 10 minutes,,Sample,n.a.,15%,11%,10%,13%,,
10 to 44 minutes,,Sample,n.a.,79%,83%,80%,78%,,
45 or more minutes,,Sample,n.a.,6%,6%,10%,9%,,
,,,n.a.,100%,100%,100%,100%,,
,,,,,,,,,
HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,,,,,,,
