Name: “Table 1 of 1 on page 80 of 138”,Name: “Table 1 of 1 on page 80 of 138”,Name: “Table 1 of 1 on page 80 of 138”,Name: “Table 1 of 1 on page 80 of 138”,Name: “Table 1 of 1 on page 80 of 138”,Name: “Table 1 of 1 on page 80 of 138”,Name: “Table 1 of 1 on page 80 of 138”,Name: “Table 1 of 1 on page 80 of 138”,Name: “Table 1 of 1 on page 80 of 138”,Name: “Table 1 of 1 on page 80 of 138”
Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,75
,James City,,,,,,,,
,,1Source,Year 1970,Year 1980,Year 1990,Year 2000,Year 2010,,
Means of Transportation to Work,Means of Transportation to Work,,,,,,,,
Workers 16 Years and Over,Workers 16 Years and Over,,,,,,,,
,"Drove Alone (car, truck, van)",Sample,n.a.,"6,785","13,761","17,970",n.a.,,
,"Carpooled (car, truck, van)",Sample,n.a.,"2,488","2,738","2,200",n.a.,,
,Public Transportation (excluding taxi),Sample,n.a.,187,144,170,n.a.,,
,Taxicab,Sample,n.a.,55,27,15,n.a.,,
,Walked,Sample,n.a.,239,297,300,n.a.,,
,Motorcycle,Sample,n.a.,49,18,4,n.a.,,
,Bicycle,Sample,n.a.,68,29,45,n.a.,,
,Other Means,Sample,n.a.,90,144,175,n.a.,,
,Worked at Home,Sample,n.a.,172,534,"1,040",n.a.,,
,,,n.a.,"10,133","17,692","21,919",n.a.,,
Means of Transportation to Work,Means of Transportation to Work,,,,,,,,
"Drove Alone (car, truck, van)","Drove Alone (car, truck, van)",Sample,n.a.,67%,78%,82%,n.a.,,
"Carpooled (car, truck, van)","Carpooled (car, truck, van)",Sample,n.a.,25%,15%,10%,n.a.,,
Public Transportation (excluding taxi),Public Transportation (excluding taxi),Sample,n.a.,1.8%,0.8%,0.8%,n.a.,,
Taxicab,,Sample,n.a.,0.54%,0.15%,0.07%,n.a.,,
Walked,,Sample,n.a.,2.4%,1.7%,1.4%,n.a.,,
Motorcycle,,Sample,n.a.,0.5%,0.1%,0.0%,n.a.,,
Bicycle,,Sample,n.a.,0.7%,0.2%,0.2%,n.a.,,
Other Means,,Sample,n.a.,0.9%,0.8%,0.8%,n.a.,,
Worked at Home,,Sample,n.a.,1.7%,3.0%,4.7%,n.a.,,
,,,n.a.,100%,100%,100%,n.a.,,
Travel Time to Work,,,,,,,,,
"Mean Travel Time to Work, minutes","Mean Travel Time to Work, minutes",Sample,n.a.,20.0,21.2,24.6,23.6,,
Workers 16+ (Did Not Work at Home),Workers 16+ (Did Not Work at Home),,,,,,,,
,Less than 10 minutes,Sample,n.a.,"1,501","2,395","3,023","2,715",,
,10 to 44 minutes,Sample,n.a.,"7,335","12,849","14,744","22,147",,
,45 or more minutes,Sample,n.a.,930,"1,914","3,117","3,731",,
,,,n.a.,"9,766","17,158","20,884","28,593",,
Less than 10 minutes,,Sample,n.a.,15%,14%,14%,9%,,
10 to 44 minutes,,Sample,n.a.,75%,75%,71%,77%,,
45 or more minutes,,Sample,n.a.,10%,11%,15%,13%,,
,,,n.a.,100%,100%,100%,100%,,
,,,,,,,,,
HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,,,,,,,
