Name: “Table 1 of 1 on page 78 of 138”,Name: “Table 1 of 1 on page 78 of 138”,Name: “Table 1 of 1 on page 78 of 138”,Name: “Table 1 of 1 on page 78 of 138”,Name: “Table 1 of 1 on page 78 of 138”,Name: “Table 1 of 1 on page 78 of 138”,Name: “Table 1 of 1 on page 78 of 138”,Name: “Table 1 of 1 on page 78 of 138”,Name: “Table 1 of 1 on page 78 of 138”,Name: “Table 1 of 1 on page 78 of 138”
Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,73
"Transportation Related Census Data, James City, 1970-2010","Transportation Related Census Data, James City, 1970-2010","Transportation Related Census Data, James City, 1970-2010","Transportation Related Census Data, James City, 1970-2010",,,,,,
Source: HRTPO analysis of US Census data,,,,,,,,,
Source file: master.xlsx,,,,,,,,,
,James City,,,,,,,,
,,1Source,Year 1970,Year 1980,Year 1990,Year 2000,Year 2010,,
Population,,,,,,,,,
Population,,Full,"17,853","22,763","34,859","48,102","67,009",,
,,,,1970's,1980's,1990's,2000's,,
,"Growth Rate, annual",Full,n.a.,2.5%,4.4%,3.3%,3.4%,,
In Households,,Full,"15,382","21,553","33,775","46,857","65,909",,
In Group Quarters,,Full,"2,471","1,210","1,084","1,245","1,100",,
,,,"17,853","22,763","34,859","48,102","67,009",,
Population in Group Quarters,,,,,,,,,
,In Nursing Facilities,Mixed,0,0,32,42,376,,
,In Other Institutional Facilities,Mixed,"2,379","1,211",901,952,594,,
,In College/University Student Housing,Mixed,32,0,0,0,0,,
,In Military Quarters,Mixed,0,0,84,0,0,,
,In Other Noninstitutional Facilities,Mixed,26,0,67,251,130,,
,Total 2,,"2,437","1,211","1,084","1,245","1,100",,
"Detail of ""In Other Institutional Facilities"" (above)","Detail of ""In Other Institutional Facilities"" (above)",,,,,,,,
,In Correctional Facilities,Full,n.a.,n.a.,0,460,471,,
,In Other Institutional Facilities,Full,n.a.,n.a.,901,492,123,,
,,,,,901,952,594,,
Age,,,,,,,,,
Ages 0 thru 17,,Full,"6,145","6,427","8,493","11,213","14,385",,
Ages 18 thru 64,,Full,"10,147","14,207","22,351","28,792","38,754",,
Ages 65 thru 74,,Full,881,"1,348","2,590","4,591","7,705",,
Age 75 and Over,,Full,680,781,"1,425","3,506","6,165",,
,,,"17,853","22,763","34,859","48,102","67,009",,
Ages 0 thru 17,,Full,34%,28%,24%,23%,21%,,
Ages 18 thru 64,,Full,57%,62%,64%,60%,58%,,
Ages 65 thru 74,,Full,5%,6%,7%,10%,11%,,
Age 75 and Over,,Full,4%,3%,4%,7%,9%,,
,,,100%,100%,100%,100%,100%,,
HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,,,,,,,
