Name: “Table 1 of 1 on page 65 of 138”,Name: “Table 1 of 1 on page 65 of 138”,Name: “Table 1 of 1 on page 65 of 138”,Name: “Table 1 of 1 on page 65 of 138”,Name: “Table 1 of 1 on page 65 of 138”,Name: “Table 1 of 1 on page 65 of 138”,Name: “Table 1 of 1 on page 65 of 138”,Name: “Table 1 of 1 on page 65 of 138”,Name: “Table 1 of 1 on page 65 of 138”,Name: “Table 1 of 1 on page 65 of 138”
Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,60
,Gloucester (whole county),,,,,,,,
,,1Source,Year 1970,Year 1980,Year 1990,Year 2000,Year 2010,,
Means of Transportation to Work,Means of Transportation to Work,,,,,,,,
Workers 16 Years and Over,Workers 16 Years and Over,,,,,,,,
,"Drove Alone (car, truck, van)",Sample,n.a.,"5,051","10,198","13,440",n.a.,,
,"Carpooled (car, truck, van)",Sample,n.a.,"2,594","3,035","2,375",n.a.,,
,Public Transportation (excluding taxi),Sample,n.a.,224,256,160,n.a.,,
,Taxicab,Sample,n.a.,6,0,0,n.a.,,
,Walked,Sample,n.a.,272,256,185,n.a.,,
,Motorcycle,Sample,n.a.,21,35,35,n.a.,,
,Bicycle,Sample,n.a.,10,12,50,n.a.,,
,Other Means,Sample,n.a.,132,201,115,n.a.,,
,Worked at Home,Sample,n.a.,137,394,590,n.a.,,
,,,n.a.,"8,447","14,387","16,950",n.a.,,
Means of Transportation to Work,Means of Transportation to Work,,,,,,,,
"Drove Alone (car, truck, van)","Drove Alone (car, truck, van)",Sample,n.a.,60%,71%,79%,n.a.,,
"Carpooled (car, truck, van)","Carpooled (car, truck, van)",Sample,n.a.,31%,21%,14%,n.a.,,
Public Transportation (excluding taxi),Public Transportation (excluding taxi),Sample,n.a.,2.7%,1.8%,0.9%,n.a.,,
Taxicab,,Sample,n.a.,0.07%,0.00%,0.00%,n.a.,,
Walked,,Sample,n.a.,3.2%,1.8%,1.1%,n.a.,,
Motorcycle,,Sample,n.a.,0.2%,0.2%,0.2%,n.a.,,
Bicycle,,Sample,n.a.,0.1%,0.1%,0.3%,n.a.,,
Other Means,,Sample,n.a.,1.6%,1.4%,0.7%,n.a.,,
Worked at Home,,Sample,n.a.,1.6%,2.7%,3.5%,n.a.,,
,,,n.a.,100%,100%,100%,n.a.,,
Travel Time to Work,,,,,,,,,
"Mean Travel Time to Work, minutes","Mean Travel Time to Work, minutes",Sample,n.a.,26.6,31.4,33.9,33.9,,
Workers 16+ (Did Not Work at Home),Workers 16+ (Did Not Work at Home),,,,,,,,
,Less than 10 minutes,Sample,n.a.,"1,344","1,462","1,549","1,433",,
,10 to 44 minutes,Sample,n.a.,"4,920","8,276","9,776","10,330",,
,45 or more minutes,Sample,n.a.,"1,892","4,255","5,037","5,738",,
,,,n.a.,"8,156","13,993","16,362","17,501",,
Less than 10 minutes,,Sample,n.a.,16%,10%,9%,8%,,
10 to 44 minutes,,Sample,n.a.,60%,59%,60%,59%,,
45 or more minutes,,Sample,n.a.,23%,30%,31%,33%,,
,,,n.a.,100%,100%,100%,100%,,
,,,,,,,,,
HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,,,,,,,
