Name: “Table 1 of 1 on page 15 of 138”,Name: “Table 1 of 1 on page 15 of 138”,Name: “Table 1 of 1 on page 15 of 138”,Name: “Table 1 of 1 on page 15 of 138”,Name: “Table 1 of 1 on page 15 of 138”,Name: “Table 1 of 1 on page 15 of 138”,Name: “Table 1 of 1 on page 15 of 138”,Name: “Table 1 of 1 on page 15 of 138”,Name: “Table 1 of 1 on page 15 of 138”,Name: “Table 1 of 1 on page 15 of 138”,Name: “Table 1 of 1 on page 15 of 138”
Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,10,
,"Population in Correctional Facilities- HRTPO, 13 Localities","Population in Correctional Facilities- HRTPO, 13 Localities","Population in Correctional Facilities- HRTPO, 13 Localities","Population in Correctional Facilities- HRTPO, 13 Localities",,,"Population in Military Quarters- HRTPO, 13 Localities","Population in Military Quarters- HRTPO, 13 Localities","Population in Military Quarters- HRTPO, 13 Localities",
"18,000",,,,,"70,000",,,,,
,,,,,,"66,019",,,,
"16,000",,,"15,870",Population in Correctional,,,Population in Military Quarters,Population in Military Quarters,Population in Military Quarters,
,,,,Facilities declined significantly,"60,000",,is half what it was in 1970.,is half what it was in 1970.,,
,,,,during the 2000's.,,,,,,
"14,000",,,,,,,,,,
,,,,,"50,000",,,,,
"12,000",,,,,,,"45,488",,,
,,,,,"10,379",,,"40,448",,
,,,,,"40,000",,,,,
"10,000",,,,,,,,,,
,,,,,,,,,,"32,206"
"8,000",,,,,,,,,,
,,,,,"30,000",,,,,
,,,,,,,,,"26,536",
"6,000",,,,,,,,,,
,,,,,"20,000",,,,,
,"4,162",,,,,,,,,
"4,000",,,,,,,,,,
,,,,,"10,000",,,,,
"2,000",,,,,,,,,,
0,,,,,0,,,,,
,Year 1990,,Year 2000,,Year 2010,Year 1970,Year 1980,Year 1990,Year 2000,Year 2010
,,,,,,,,,,
,,,,,,,,,,
,"Population in College/University Student Housing- HRTPO, 13 Localities","Population in College/University Student Housing- HRTPO, 13 Localities","Population in College/University Student Housing- HRTPO, 13 Localities","Population in College/University Student Housing- HRTPO, 13 Localities",,,"Population in Nursing Facilities- HRTPO, 13 Localities","Population in Nursing Facilities- HRTPO, 13 Localities","Population in Nursing Facilities- HRTPO, 13 Localities",
"18,000",,,,,"8,000",,,,,
,,,,,"16,693",,,,,
,,,Population in Student Housing has,Population in Student Housing has,,,,,,
"16,000",,,,,,,,,"6,917",
,,,tripled since the 1970's.,,"7,000",Population in Nursing Facilities,,,,
,,,,,,,,"6,607",,
,,,,,,has been stable since 1990.,,,,
,,,,,,,,,,"6,130"
"14,000",,,,,,,,,,
,,,,,"6,000",,,,,
"12,000",,,,,,,,,,
,,,,"10,898","5,000",,,,,
,,,"10,329",,,,,,,
"10,000",,,,,,,,,,
,,,,,,,"3,909",,,
,,,,,"4,000",,,,,
,,"8,136",,,,,,,,
"8,000",,,,,,,,,,
,,,,,"3,000","2,765",,,,
"6,000","5,561",,,,,,,,,
,,,,,"2,000",,,,,
"4,000",,,,,,,,,,
,,,,,"1,000",,,,,
"2,000",,,,,,,,,,
0,,,,,0,,,,,
,Year 1970,Year 1980,Year 1990,Year 2000,Year 2010,Year 1970,Year 1980,Year 1990,Year 2000,Year 2010
,,,,,,,,,,
,,,,,,,,,,
,,,,,Data Source: HRTPO analysis of US Census data.,Data Source: HRTPO analysis of US Census data.,,,,
,,,,,,,,,,
HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,,,,,,
