Name: “Table 1 of 1 on page 60 of 138”,Name: “Table 1 of 1 on page 60 of 138”,Name: “Table 1 of 1 on page 60 of 138”,Name: “Table 1 of 1 on page 60 of 138”,Name: “Table 1 of 1 on page 60 of 138”,Name: “Table 1 of 1 on page 60 of 138”,Name: “Table 1 of 1 on page 60 of 138”,Name: “Table 1 of 1 on page 60 of 138”,Name: “Table 1 of 1 on page 60 of 138”,Name: “Table 1 of 1 on page 60 of 138”
Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,55
,Franklin,,,,,,,,
,,1Source,Year 1970,Year 1980,Year 1990,Year 2000,Year 2010,,
Means of Transportation to Work,Means of Transportation to Work,,,,,,,,
Workers 16 Years and Over,Workers 16 Years and Over,,,,,,,,
,"Drove Alone (car, truck, van)",Sample,n.a.,"1,789","2,208","2,545",n.a.,,
,"Carpooled (car, truck, van)",Sample,n.a.,710,775,550,n.a.,,
,Public Transportation (excluding taxi),Sample,n.a.,31,5,45,n.a.,,
,Taxicab,Sample,n.a.,35,0,0,n.a.,,
,Walked,Sample,n.a.,117,206,70,n.a.,,
,Motorcycle,Sample,n.a.,0,0,0,n.a.,,
,Bicycle,Sample,n.a.,17,6,10,n.a.,,
,Other Means,Sample,n.a.,28,18,15,n.a.,,
,Worked at Home,Sample,n.a.,5,54,100,n.a.,,
,,,n.a.,"2,732","3,272","3,335",n.a.,,
Means of Transportation to Work,Means of Transportation to Work,,,,,,,,
"Drove Alone (car, truck, van)","Drove Alone (car, truck, van)",Sample,n.a.,65%,67%,76%,n.a.,,
"Carpooled (car, truck, van)","Carpooled (car, truck, van)",Sample,n.a.,26%,24%,16%,n.a.,,
Public Transportation (excluding taxi),Public Transportation (excluding taxi),Sample,n.a.,1.1%,0.2%,1.3%,n.a.,,
Taxicab,,Sample,n.a.,1.28%,0.00%,0.00%,n.a.,,
Walked,,Sample,n.a.,4.3%,6.3%,2.1%,n.a.,,
Motorcycle,,Sample,n.a.,0.0%,0.0%,0.0%,n.a.,,
Bicycle,,Sample,n.a.,0.6%,0.2%,0.3%,n.a.,,
Other Means,,Sample,n.a.,1.0%,0.6%,0.4%,n.a.,,
Worked at Home,,Sample,n.a.,0.2%,1.7%,3.0%,n.a.,,
,,,n.a.,100%,100%,100%,n.a.,,
Travel Time to Work,,,,,,,,,
"Mean Travel Time to Work, minutes","Mean Travel Time to Work, minutes",Sample,n.a.,17.3,17.1,20.9,n.a.,,
Workers 16+ (Did Not Work at Home),Workers 16+ (Did Not Work at Home),,,,,,,,
,Less than 10 minutes,Sample,n.a.,869,"1,224","1,081",n.a.,,
,10 to 44 minutes,Sample,n.a.,"1,502","1,610","1,665",n.a.,,
,45 or more minutes,Sample,n.a.,283,384,492,n.a.,,
,,,n.a.,"2,654","3,218","3,238",n.a.,,
Less than 10 minutes,,Sample,n.a.,33%,38%,33%,n.a.,,
10 to 44 minutes,,Sample,n.a.,57%,50%,51%,n.a.,,
45 or more minutes,,Sample,n.a.,11%,12%,15%,n.a.,,
,,,n.a.,100%,100%,100%,n.a.,,
HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,,,,,,,
