Name: “Table 1 of 1 on page 116 of 138”,Name: “Table 1 of 1 on page 116 of 138”,Name: “Table 1 of 1 on page 116 of 138”,Name: “Table 1 of 1 on page 116 of 138”,Name: “Table 1 of 1 on page 116 of 138”,Name: “Table 1 of 1 on page 116 of 138”,Name: “Table 1 of 1 on page 116 of 138”,Name: “Table 1 of 1 on page 116 of 138”,Name: “Table 1 of 1 on page 116 of 138”,Name: “Table 1 of 1 on page 116 of 138”
Table: 116,Table: 116,Table: 116,Table: 116,Table: 116,Table: 116,Table: 116,Table: 116,Table: 116,Table: 116
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,111
,Suffolk,,,,,,,,
,,1Source,Year 1970,Year 1980,Year 1990,Year 2000,Year 2010,,
Time Leaving Home to Go to Work,Time Leaving Home to Go to Work,,,,,,,,
Workers 16+ (Did Not Work at Home),Workers 16+ (Did Not Work at Home),,,,,,,,
,5:00 a.m. to 5:59 a.m.,Sample,n.a.,n.a.,"2,063","3,270","5,193",,
,6:00 a.m. to 6:59 a.m.,Sample,n.a.,n.a.,"5,231","6,680","8,766",,
,7:00 a.m. to 7:59 a.m.,Sample,n.a.,n.a.,"6,262","7,570","9,310",,
,8:00 a.m. to 8:59 a.m.,Sample,n.a.,n.a.,"3,327","3,815","5,424",,
,9:00 a.m. to 9:59 a.m.,Sample,n.a.,n.a.,864,"1,035","1,816",,
,Other Times,Sample,n.a.,n.a.,"3,967","5,520","7,807",,
,,,n.a.,n.a.,"21,714","27,890","38,316",,
Time Leaving Home to Go to Work,Time Leaving Home to Go to Work,,,,,,,,
5:00 a.m. to 5:59 a.m.,5:00 a.m. to 5:59 a.m.,Sample,n.a.,n.a.,10%,12%,14%,,
6:00 a.m. to 6:59 a.m.,6:00 a.m. to 6:59 a.m.,Sample,n.a.,n.a.,24%,24%,23%,,
7:00 a.m. to 7:59 a.m.,7:00 a.m. to 7:59 a.m.,Sample,n.a.,n.a.,29%,27%,24%,,
8:00 a.m. to 8:59 a.m.,8:00 a.m. to 8:59 a.m.,Sample,n.a.,n.a.,15%,14%,14%,,
9:00 a.m. to 9:59 a.m.,9:00 a.m. to 9:59 a.m.,Sample,n.a.,n.a.,4%,4%,5%,,
Other Hours,,Sample,n.a.,n.a.,18%,20%,20%,,
,,,n.a.,n.a.,100%,100%,100%,,
Place of Work,,,,,,,,,
Workers 16 Years and Over,Workers 16 Years and Over,,,,,,,,
,Work In County of Residence,Sample,n.a.,n.a.,"11,801","11,309","14,021",,
,Work Outside County of Residence,Sample,n.a.,n.a.,"10,454","17,063","25,297",,
,,,n.a.,n.a.,"22,255","28,372","39,318",,
"Work In County of Residence, %","Work In County of Residence, %",Sample,n.a.,n.a.,53%,40%,36%,,
"Work Outside County of Residence, %","Work Outside County of Residence, %",Sample,n.a.,n.a.,47%,60%,64%,,
,,,n.a.,n.a.,100%,100%,100%,,
Footnotes,,,,,,,,,
1Source:,,,,,,,,,
Full: Based on entire population and every housing unit.,Full: Based on entire population and every housing unit.,Full: Based on entire population and every housing unit.,,,,,,,
"Sample: Based on a sample of population and housing units for subject year, except for ""2010"": 3-year estimate (2009-2011).","Sample: Based on a sample of population and housing units for subject year, except for ""2010"": 3-year estimate (2009-2011).","Sample: Based on a sample of population and housing units for subject year, except for ""2010"": 3-year estimate (2009-2011).","Sample: Based on a sample of population and housing units for subject year, except for ""2010"": 3-year estimate (2009-2011).","Sample: Based on a sample of population and housing units for subject year, except for ""2010"": 3-year estimate (2009-2011).","Sample: Based on a sample of population and housing units for subject year, except for ""2010"": 3-year estimate (2009-2011).","Sample: Based on a sample of population and housing units for subject year, except for ""2010"": 3-year estimate (2009-2011).","Sample: Based on a sample of population and housing units for subject year, except for ""2010"": 3-year estimate (2009-2011).",,
"Mixed: Based on a sample (1970, 1980) and based on full enumeration (1990, 2000, 2010).","Mixed: Based on a sample (1970, 1980) and based on full enumeration (1990, 2000, 2010).","Mixed: Based on a sample (1970, 1980) and based on full enumeration (1990, 2000, 2010).","Mixed: Based on a sample (1970, 1980) and based on full enumeration (1990, 2000, 2010).","Mixed: Based on a sample (1970, 1980) and based on full enumeration (1990, 2000, 2010).","Mixed: Based on a sample (1970, 1980) and based on full enumeration (1990, 2000, 2010).",,,,
2Total:,,,,,,,,,
"For the decades with sample data (1970, 1980), these totals differ slightly from ""In Group Quarters"" above.","For the decades with sample data (1970, 1980), these totals differ slightly from ""In Group Quarters"" above.","For the decades with sample data (1970, 1980), these totals differ slightly from ""In Group Quarters"" above.","For the decades with sample data (1970, 1980), these totals differ slightly from ""In Group Quarters"" above.","For the decades with sample data (1970, 1980), these totals differ slightly from ""In Group Quarters"" above.","For the decades with sample data (1970, 1980), these totals differ slightly from ""In Group Quarters"" above.","For the decades with sample data (1970, 1980), these totals differ slightly from ""In Group Quarters"" above.",,,
,,,,,,,,,
HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,,,,,,
