Name: “Table 1 of 1 on page 133 of 138”,Name: “Table 1 of 1 on page 133 of 138”,Name: “Table 1 of 1 on page 133 of 138”,Name: “Table 1 of 1 on page 133 of 138”,Name: “Table 1 of 1 on page 133 of 138”,Name: “Table 1 of 1 on page 133 of 138”,Name: “Table 1 of 1 on page 133 of 138”,Name: “Table 1 of 1 on page 133 of 138”,Name: “Table 1 of 1 on page 133 of 138”,Name: “Table 1 of 1 on page 133 of 138”
Table: 133,Table: 133,Table: 133,Table: 133,Table: 133,Table: 133,Table: 133,Table: 133,Table: 133,Table: 133
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,128
"Transportation Related Census Data, York, 1970-2010","Transportation Related Census Data, York, 1970-2010","Transportation Related Census Data, York, 1970-2010","Transportation Related Census Data, York, 1970-2010",,,,,,
Source: HRTPO analysis of US Census data,,,,,,,,,Because York County
Source file: master.xlsx,,,,,,,,,"included Poquoson in 1970,"
,York,,,,,,,,the 1970 York data is not
,,Source1,Year 1970,Year 1980,Year 1990,Year 2000,Year 2010,,comparable to later York data
,,,,,,,,,and is therefore not included
Population,,,,,,,,,here.  Poquoson became an
Population,,Full,n.a.,"35,463","42,422","56,297","65,464",,
,,,,,,,,,independent city in 1975.
,,,,1970's,1980's,1990's,2000's,,
,"Growth Rate, annual",Full,n.a.,n.a.,1.8%,2.9%,1.5%,,
In Households,,Full,n.a.,"34,270","41,912","55,670","64,816",,
In Group Quarters,,Full,n.a.,"1,193",510,627,648,,
,,,n.a.,"35,463","42,422","56,297","65,464",,
Population in Group Quarters,,,,,,,,,
,In Nursing Facilities,Mixed,n.a.,0,114,118,114,,
,In Other Institutional Facilities,Mixed,n.a.,25,33,0,0,,
,In College/University Student Housing,Mixed,n.a.,7,0,0,0,,
,In Military Quarters,Mixed,n.a.,"1,123",359,372,511,,
,In Other Noninstitutional Facilities,Mixed,n.a.,6,4,137,23,,
,Total 2,,n.a.,"1,161",510,627,648,,
"Detail of ""In Other Institutional Facilities"" (above)","Detail of ""In Other Institutional Facilities"" (above)",,,,,,,,
,In Correctional Facilities,Full,n.a.,n.a.,33,0,0,,
,In Other Institutional Facilities,Full,n.a.,n.a.,0,0,0,,
,,,,,33,0,0,,
Age,,,,,,,,,
Ages 0 thru 17,,Full,n.a.,"11,415","12,382","16,403","17,276",,
Ages 18 thru 64,,Full,n.a.,"22,135","26,872","34,758","40,254",,
Ages 65 thru 74,,Full,n.a.,"1,310","2,142","3,157","4,751",,
Age 75 and Over,,Full,n.a.,603,"1,026","1,979","3,183",,
,,,n.a.,"35,463","42,422","56,297","65,464",,
Ages 0 thru 17,,Full,n.a.,32%,29%,29%,26%,,
Ages 18 thru 64,,Full,n.a.,62%,63%,62%,61%,,
Ages 65 thru 74,,Full,n.a.,4%,5%,6%,7%,,
Age 75 and Over,,Full,n.a.,2%,2%,4%,5%,,
,,,n.a.,100%,100%,100%,100%,,
HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,,,,,,,
