Name: “Table 1 of 1 on page 110 of 138”,Name: “Table 1 of 1 on page 110 of 138”,Name: “Table 1 of 1 on page 110 of 138”,Name: “Table 1 of 1 on page 110 of 138”,Name: “Table 1 of 1 on page 110 of 138”,Name: “Table 1 of 1 on page 110 of 138”,Name: “Table 1 of 1 on page 110 of 138”,Name: “Table 1 of 1 on page 110 of 138”,Name: “Table 1 of 1 on page 110 of 138”,Name: “Table 1 of 1 on page 110 of 138”
Table: 110,Table: 110,Table: 110,Table: 110,Table: 110,Table: 110,Table: 110,Table: 110,Table: 110,Table: 110
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,105
,Southampton,,,,,,,,
,,1Source,Year 1970,Year 1980,Year 1990,Year 2000,Year 2010,,
Means of Transportation to Work,Means of Transportation to Work,,,,,,,,
Workers 16 Years and Over,Workers 16 Years and Over,,,,,,,,
,"Drove Alone (car, truck, van)",Sample,n.a.,"4,598","5,649","5,665",n.a.,,
,"Carpooled (car, truck, van)",Sample,n.a.,"1,820","1,097",895,n.a.,,
,Public Transportation (excluding taxi),Sample,n.a.,76,87,40,n.a.,,
,Taxicab,Sample,n.a.,2,0,4,n.a.,,
,Walked,Sample,n.a.,251,145,90,n.a.,,
,Motorcycle,Sample,n.a.,11,3,0,n.a.,,
,Bicycle,Sample,n.a.,7,0,4,n.a.,,
,Other Means,Sample,n.a.,125,101,80,n.a.,,
,Worked at Home,Sample,n.a.,175,173,170,n.a.,,
,,,n.a.,"7,065","7,255","6,948",n.a.,,
Means of Transportation to Work,Means of Transportation to Work,,,,,,,,
"Drove Alone (car, truck, van)","Drove Alone (car, truck, van)",Sample,n.a.,65%,78%,82%,n.a.,,
"Carpooled (car, truck, van)","Carpooled (car, truck, van)",Sample,n.a.,26%,15%,13%,n.a.,,
Public Transportation (excluding taxi),Public Transportation (excluding taxi),Sample,n.a.,1.1%,1.2%,0.6%,n.a.,,
Taxicab,,Sample,n.a.,0.03%,0.00%,0.06%,n.a.,,
Walked,,Sample,n.a.,3.6%,2.0%,1.3%,n.a.,,
Motorcycle,,Sample,n.a.,0.2%,0.0%,0.0%,n.a.,,
Bicycle,,Sample,n.a.,0.1%,0.0%,0.1%,n.a.,,
Other Means,,Sample,n.a.,1.8%,1.4%,1.2%,n.a.,,
Worked at Home,,Sample,n.a.,2.5%,2.4%,2.4%,n.a.,,
,,,n.a.,100%,100%,100%,n.a.,,
Travel Time to Work,,,,,,,,,
"Mean Travel Time to Work, minutes","Mean Travel Time to Work, minutes",Sample,n.a.,20.7,21.6,26.6,n.a.,,
Workers 16+ (Did Not Work at Home),Workers 16+ (Did Not Work at Home),,,,,,,,
,Less than 10 minutes,Sample,n.a.,"1,515","1,279",844,n.a.,,
,10 to 44 minutes,Sample,n.a.,"4,801","4,878","4,673",n.a.,,
,45 or more minutes,Sample,n.a.,737,925,"1,257",n.a.,,
,,,n.a.,"7,053","7,082","6,774",n.a.,,
Less than 10 minutes,,Sample,n.a.,21%,18%,12%,n.a.,,
10 to 44 minutes,,Sample,n.a.,68%,69%,69%,n.a.,,
45 or more minutes,,Sample,n.a.,10%,13%,19%,n.a.,,
,,,n.a.,100%,100%,100%,n.a.,,
HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,,,,,,,
