Name: “Table 1 of 1 on page 85 of 138”,Name: “Table 1 of 1 on page 85 of 138”,Name: “Table 1 of 1 on page 85 of 138”,Name: “Table 1 of 1 on page 85 of 138”,Name: “Table 1 of 1 on page 85 of 138”,Name: “Table 1 of 1 on page 85 of 138”,Name: “Table 1 of 1 on page 85 of 138”,Name: “Table 1 of 1 on page 85 of 138”,Name: “Table 1 of 1 on page 85 of 138”,Name: “Table 1 of 1 on page 85 of 138”
Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,80
,Mathews,,,,,,,,
,,1Source,Year 1970,Year 1980,Year 1990,Year 2000,Year 2010,,
Means of Transportation to Work,Means of Transportation to Work,,,,,,,,
Workers 16 Years and Over,Workers 16 Years and Over,,,,,,,,
,"Drove Alone (car, truck, van)",Sample,n.a.,"1,737","2,563","3,040",n.a.,,
,"Carpooled (car, truck, van)",Sample,n.a.,932,822,549,n.a.,,
,Public Transportation (excluding taxi),Sample,n.a.,194,142,105,n.a.,,
,Taxicab,Sample,n.a.,0,0,0,n.a.,,
,Walked,Sample,n.a.,90,95,85,n.a.,,
,Motorcycle,Sample,n.a.,0,0,0,n.a.,,
,Bicycle,Sample,n.a.,17,0,0,n.a.,,
,Other Means,Sample,n.a.,68,51,65,n.a.,,
,Worked at Home,Sample,n.a.,82,184,180,n.a.,,
,,,n.a.,"3,120","3,857","4,024",n.a.,,
Means of Transportation to Work,Means of Transportation to Work,,,,,,,,
"Drove Alone (car, truck, van)","Drove Alone (car, truck, van)",Sample,n.a.,56%,66%,76%,n.a.,,
"Carpooled (car, truck, van)","Carpooled (car, truck, van)",Sample,n.a.,30%,21%,14%,n.a.,,
Public Transportation (excluding taxi),Public Transportation (excluding taxi),Sample,n.a.,6.2%,3.7%,2.6%,n.a.,,
Taxicab,,Sample,n.a.,0.00%,0.00%,0.00%,n.a.,,
Walked,,Sample,n.a.,2.9%,2.5%,2.1%,n.a.,,
Motorcycle,,Sample,n.a.,0.0%,0.0%,0.0%,n.a.,,
Bicycle,,Sample,n.a.,0.5%,0.0%,0.0%,n.a.,,
Other Means,,Sample,n.a.,2.2%,1.3%,1.6%,n.a.,,
Worked at Home,,Sample,n.a.,2.6%,4.8%,4.5%,n.a.,,
,,,n.a.,100%,100%,100%,n.a.,,
Travel Time to Work,,,,,,,,,
"Mean Travel Time to Work, minutes","Mean Travel Time to Work, minutes",Sample,n.a.,29.0,32.8,45.8,n.a.,,
Workers 16+ (Did Not Work at Home),Workers 16+ (Did Not Work at Home),,,,,,,,
,Less than 10 minutes,Sample,n.a.,567,571,535,n.a.,,
,10 to 44 minutes,Sample,n.a.,"1,596","1,906","1,785",n.a.,,
,45 or more minutes,Sample,n.a.,799,"1,196","1,530",n.a.,,
,,,n.a.,"2,962","3,673","3,850",n.a.,,
Less than 10 minutes,,Sample,n.a.,19%,16%,14%,n.a.,,
10 to 44 minutes,,Sample,n.a.,54%,52%,46%,n.a.,,
45 or more minutes,,Sample,n.a.,27%,33%,40%,n.a.,,
,,,n.a.,100%,100%,100%,n.a.,,
HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,,,,,,,
