Name: “Table 1 of 1 on page 103 of 138”,Name: “Table 1 of 1 on page 103 of 138”,Name: “Table 1 of 1 on page 103 of 138”,Name: “Table 1 of 1 on page 103 of 138”,Name: “Table 1 of 1 on page 103 of 138”,Name: “Table 1 of 1 on page 103 of 138”,Name: “Table 1 of 1 on page 103 of 138”,Name: “Table 1 of 1 on page 103 of 138”,Name: “Table 1 of 1 on page 103 of 138”,Name: “Table 1 of 1 on page 103 of 138”
Table: 103,Table: 103,Table: 103,Table: 103,Table: 103,Table: 103,Table: 103,Table: 103,Table: 103,Table: 103
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,98
"Transportation Related Census Data, Portsmouth, 1970-2010","Transportation Related Census Data, Portsmouth, 1970-2010","Transportation Related Census Data, Portsmouth, 1970-2010","Transportation Related Census Data, Portsmouth, 1970-2010",,,,,,
Source: HRTPO analysis of US Census data,,,,,,,,,
Source file: master.xlsx,,,,,,,,,
,Portsmouth,,,,,,,,
,,1Source,Year 1970,Year 1980,Year 1990,Year 2000,Year 2010,,
Population,,,,,,,,,
Population,,Full,"110,963","104,577","103,907","100,565","95,535",,
,,,,1970's,1980's,1990's,2000's,,
,"Growth Rate, annual",Full,n.a.,-0.6%,-0.1%,-0.3%,-0.5%,,
In Households,,Full,"109,270","102,661","101,407","95,751","92,119",,
In Group Quarters,,Full,"1,693","1,916","2,500","4,814","3,416",,
,,,"110,963","104,577","103,907","100,565","95,535",,
Population in Group Quarters,,,,,,,,,
,In Nursing Facilities,Mixed,311,508,716,356,454,,
,In Other Institutional Facilities,Mixed,23,360,741,"1,442","2,087",,
,In College/University Student Housing,Mixed,0,20,0,0,0,,
,In Military Quarters,Mixed,"1,023",987,413,"2,500",587,,
,In Other Noninstitutional Facilities,Mixed,332,30,630,516,288,,
,Total 2,,"1,689","1,905","2,500","4,814","3,416",,
"Detail of ""In Other Institutional Facilities"" (above)","Detail of ""In Other Institutional Facilities"" (above)",,,,,,,,
,In Correctional Facilities,Full,n.a.,n.a.,414,"1,237","2,060",,
,In Other Institutional Facilities,Full,n.a.,n.a.,327,205,27,,
,,,,,741,"1,442","2,087",,
Age,,,,,,,,,
Ages 0 thru 17,,Full,"39,589","30,024","27,857","25,854","22,666",,
Ages 18 thru 64,,Full,"62,405","63,311","61,651","60,857","60,250",,
Ages 65 thru 74,,Full,"5,922","7,193","9,054","6,879","6,360",,
Age 75 and Over,,Full,"3,047","4,049","5,345","6,975","6,259",,
,,,"110,963","104,577","103,907","100,565","95,535",,
Ages 0 thru 17,,Full,36%,29%,27%,26%,24%,,
Ages 18 thru 64,,Full,56%,61%,59%,61%,63%,,
Ages 65 thru 74,,Full,5%,7%,9%,7%,7%,,
Age 75 and Over,,Full,3%,4%,5%,7%,7%,,
,,,100%,100%,100%,100%,100%,,
HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,,,,,,,
