Name: “Table 1 of 1 on page 74 of 138”,Name: “Table 1 of 1 on page 74 of 138”,Name: “Table 1 of 1 on page 74 of 138”,Name: “Table 1 of 1 on page 74 of 138”,Name: “Table 1 of 1 on page 74 of 138”,Name: “Table 1 of 1 on page 74 of 138”,Name: “Table 1 of 1 on page 74 of 138”,Name: “Table 1 of 1 on page 74 of 138”,Name: “Table 1 of 1 on page 74 of 138”,Name: “Table 1 of 1 on page 74 of 138”
Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,69
,Isle of Wight,,,,,,,,
,,1Source,Year 1970,Year 1980,Year 1990,Year 2000,Year 2010,,
Households,,,,,,,,,
Households,,Full,"5,025","7,046","9,032","11,319","13,718",,
Persons per Household,Persons per Household,Full,3.59,3.04,2.75,2.61,2.55,,
Employment (by place of residence),Employment (by place of residence),,,,,,,,
Population 16 Years and Over,Population 16 Years and Over,,,,,,,,
,Civilian Labor Force,Sample,"6,705","9,823","12,414","14,689","18,493",,
,Armed Forces,Sample,30,19,196,162,394,,
,Not in Labor Force,Sample,"5,484","6,240","6,603","8,230","9,541",,
,,,"12,219","16,082","19,213","23,081","28,428",,
,"Civilian Labor Force, % of labor force",Sample,100%,100%,98%,99%,98%,,
,"Armed Forces, % of labor force",Sample,0%,0%,2%,1%,2%,,
,,,100%,100%,100%,100%,100%,,
,"In Labor Force, % of pop. age 16+",Sample,55%,61%,66%,64%,66%,,
,"Not in Labor Force, % of pop. age 16+",Sample,45%,39%,34%,36%,34%,,
,,,100%,100%,100%,100%,100%,,
Vehicles,,,,,,,,,
Occupied Housing Units,Occupied Housing Units,,,,,,,,
,Zero-Vehicle Occ'd Housing Units,Sample,"1,084",656,812,659,617,,
,Occ'd Housing Units with Vehicles,Sample,"3,941","6,390","8,220","10,660","12,647",,
,,,"5,025","7,046","9,032","11,319","13,264",,
"Zero-Vehicle Occupied Housing Units, %","Zero-Vehicle Occupied Housing Units, %",Sample,22%,9%,9%,6%,5%,,
"Occupied Housing Units with Vehicles, %","Occupied Housing Units with Vehicles, %",Sample,78%,91%,91%,94%,95%,,
,,,100%,100%,100%,100%,100%,,
,,,,,,,,,
HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,,,,,,,
