Name: “Table 1 of 1 on page 108 of 138”,Name: “Table 1 of 1 on page 108 of 138”,Name: “Table 1 of 1 on page 108 of 138”,Name: “Table 1 of 1 on page 108 of 138”,Name: “Table 1 of 1 on page 108 of 138”,Name: “Table 1 of 1 on page 108 of 138”,Name: “Table 1 of 1 on page 108 of 138”,Name: “Table 1 of 1 on page 108 of 138”,Name: “Table 1 of 1 on page 108 of 138”,Name: “Table 1 of 1 on page 108 of 138”
Table: 108,Table: 108,Table: 108,Table: 108,Table: 108,Table: 108,Table: 108,Table: 108,Table: 108,Table: 108
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,103
"Transportation Related Census Data, Southampton, 1970-2010","Transportation Related Census Data, Southampton, 1970-2010","Transportation Related Census Data, Southampton, 1970-2010","Transportation Related Census Data, Southampton, 1970-2010",,,,,,
Source: HRTPO analysis of US Census data,,,,,,,,,
Source file: master.xlsx,,,,,,,,,
,Southampton,,,,,,,,
,,1Source,Year 1970,Year 1980,Year 1990,Year 2000,Year 2010,,
Population,,,,,,,,,
Population,,Full,"18,582","18,731","17,550","17,482","18,570",,
,,,,1970's,1980's,1990's,2000's,,
,"Growth Rate, annual",Full,n.a.,0.1%,-0.6%,0.0%,0.6%,,
In Households,,Full,"17,890","17,669","16,151","15,917","17,003",,
In Group Quarters,,Full,692,"1,062","1,399","1,565","1,567",,
,,,"18,582","18,731","17,550","17,482","18,570",,
Population in Group Quarters,,,,,,,,,
,In Nursing Facilities,Mixed,0,18,90,87,90,,
,In Other Institutional Facilities,Mixed,656,"1,050","1,301","1,478","1,464",,
,In College/University Student Housing,Mixed,0,0,0,0,0,,
,In Military Quarters,Mixed,0,0,0,0,0,,
,In Other Noninstitutional Facilities,Mixed,42,0,8,0,13,,
,Total 2,,698,"1,068","1,399","1,565","1,567",,
"Detail of ""In Other Institutional Facilities"" (above)","Detail of ""In Other Institutional Facilities"" (above)",,,,,,,,
,In Correctional Facilities,Full,n.a.,n.a.,"1,301","1,478","1,464",,
,In Other Institutional Facilities,Full,n.a.,n.a.,0,0,0,,
,,,,,"1,301","1,478","1,464",,
Age,,,,,,,,,
Ages 0 thru 17,,Full,"7,163","5,134","4,103","3,973","3,918",,
Ages 18 thru 64,,Full,"9,754","11,557","10,943","11,018","11,824",,
Ages 65 thru 74,,Full,"1,123","1,337","1,541","1,298","1,663",,
Age 75 and Over,,Full,542,703,963,"1,193","1,165",,
,,,"18,582","18,731","17,550","17,482","18,570",,
Ages 0 thru 17,,Full,39%,27%,23%,23%,21%,,
Ages 18 thru 64,,Full,52%,62%,62%,63%,64%,,
Ages 65 thru 74,,Full,6%,7%,9%,7%,9%,,
Age 75 and Over,,Full,3%,4%,5%,7%,6%,,
,,,100%,100%,100%,100%,100%,,
HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,,,,,,,
