Name: “Table 1 of 1 on page 50 of 138”,Name: “Table 1 of 1 on page 50 of 138”,Name: “Table 1 of 1 on page 50 of 138”,Name: “Table 1 of 1 on page 50 of 138”,Name: “Table 1 of 1 on page 50 of 138”,Name: “Table 1 of 1 on page 50 of 138”,Name: “Table 1 of 1 on page 50 of 138”,Name: “Table 1 of 1 on page 50 of 138”,Name: “Table 1 of 1 on page 50 of 138”,Name: “Table 1 of 1 on page 50 of 138”
Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,45
,Chesapeake,,,,,,,,
,,1Source,Year 1970,Year 1980,Year 1990,Year 2000,Year 2010,,
Means of Transportation to Work,Means of Transportation to Work,,,,,,,,
Workers 16 Years and Over,Workers 16 Years and Over,,,,,,,,
,"Drove Alone (car, truck, van)",Sample,n.a.,"33,268","60,120","81,395","95,062",,
,"Carpooled (car, truck, van)",Sample,n.a.,"11,756","11,055","10,195","7,127",,
,Public Transportation (excluding taxi),Sample,n.a.,"1,410",758,770,"1,019",,
,Taxicab,Sample,n.a.,34,22,85,35,,
,Walked,Sample,n.a.,"1,039","1,257","1,110","1,551",,
,Motorcycle,Sample,n.a.,180,114,55,146,,
,Bicycle,Sample,n.a.,146,236,120,232,,
,Other Means,Sample,n.a.,345,785,940,"1,143",,
,Worked at Home,Sample,n.a.,471,"1,263","2,300","3,097",,
,,,n.a.,"48,649","75,610","96,970","109,412",,
Means of Transportation to Work,Means of Transportation to Work,,,,,,,,
"Drove Alone (car, truck, van)","Drove Alone (car, truck, van)",Sample,n.a.,68%,80%,84%,87%,,
"Carpooled (car, truck, van)","Carpooled (car, truck, van)",Sample,n.a.,24%,15%,11%,7%,,
Public Transportation (excluding taxi),Public Transportation (excluding taxi),Sample,n.a.,2.9%,1.0%,0.8%,0.9%,,
Taxicab,,Sample,n.a.,0.07%,0.03%,0.09%,0.03%,,
Walked,,Sample,n.a.,2.1%,1.7%,1.1%,1.4%,,
Motorcycle,,Sample,n.a.,0.4%,0.2%,0.1%,0.1%,,
Bicycle,,Sample,n.a.,0.3%,0.3%,0.1%,0.2%,,
Other Means,,Sample,n.a.,0.7%,1.0%,1.0%,1.0%,,
Worked at Home,,Sample,n.a.,1.0%,1.7%,2.4%,2.8%,,
,,,n.a.,100%,100%,100%,100%,,
Travel Time to Work,,,,,,,,,
"Mean Travel Time to Work, minutes","Mean Travel Time to Work, minutes",Sample,n.a.,24.2,23.2,25.1,24.0,,
Workers 16+ (Did Not Work at Home),Workers 16+ (Did Not Work at Home),,,,,,,,
,Less than 10 minutes,Sample,n.a.,"4,720","7,974","8,732","11,170",,
,10 to 44 minutes,Sample,n.a.,"38,200","59,029","76,767","83,911",,
,45 or more minutes,Sample,n.a.,"5,562","7,344","9,178","11,234",,
,,,n.a.,"48,482","74,347","94,677","106,315",,
Less than 10 minutes,,Sample,n.a.,10%,11%,9%,11%,,
10 to 44 minutes,,Sample,n.a.,79%,79%,81%,79%,,
45 or more minutes,,Sample,n.a.,11%,10%,10%,11%,,
,,,n.a.,100%,100%,100%,100%,,
,,,,,,,,,
HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,,,,,,,
