Name: “Table 1 of 1 on page 70 of 138”,Name: “Table 1 of 1 on page 70 of 138”,Name: “Table 1 of 1 on page 70 of 138”,Name: “Table 1 of 1 on page 70 of 138”,Name: “Table 1 of 1 on page 70 of 138”,Name: “Table 1 of 1 on page 70 of 138”,Name: “Table 1 of 1 on page 70 of 138”,Name: “Table 1 of 1 on page 70 of 138”,Name: “Table 1 of 1 on page 70 of 138”,Name: “Table 1 of 1 on page 70 of 138”
Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,65
,Hampton,,,,,,,,
,,1Source,Year 1970,Year 1980,Year 1990,Year 2000,Year 2010,,
Means of Transportation to Work,Means of Transportation to Work,,,,,,,,
Workers 16 Years and Over,Workers 16 Years and Over,,,,,,,,
,"Drove Alone (car, truck, van)",Sample,n.a.,"35,344","51,597","52,710","53,052",,
,"Carpooled (car, truck, van)",Sample,n.a.,"13,299","9,281","8,515","4,503",,
,Public Transportation (excluding taxi),Sample,n.a.,"2,302","1,540","1,730","2,005",,
,Taxicab,Sample,n.a.,72,79,100,44,,
,Walked,Sample,n.a.,"2,135","1,781","1,290","1,206",,
,Motorcycle,Sample,n.a.,420,165,75,149,,
,Bicycle,Sample,n.a.,358,251,195,68,,
,Other Means,Sample,n.a.,519,410,490,544,,
,Worked at Home,Sample,n.a.,413,904,995,"1,612",,
,,,n.a.,"54,862","66,008","66,100","63,183",,
Means of Transportation to Work,Means of Transportation to Work,,,,,,,,
"Drove Alone (car, truck, van)","Drove Alone (car, truck, van)",Sample,n.a.,64%,78%,80%,84%,,
"Carpooled (car, truck, van)","Carpooled (car, truck, van)",Sample,n.a.,24%,14%,13%,7%,,
Public Transportation (excluding taxi),Public Transportation (excluding taxi),Sample,n.a.,4.2%,2.3%,2.6%,3.2%,,
Taxicab,,Sample,n.a.,0.13%,0.12%,0.15%,0.07%,,
Walked,,Sample,n.a.,3.9%,2.7%,2.0%,1.9%,,
Motorcycle,,Sample,n.a.,0.8%,0.2%,0.1%,0.2%,,
Bicycle,,Sample,n.a.,0.7%,0.4%,0.3%,0.1%,,
Other Means,,Sample,n.a.,0.9%,0.6%,0.7%,0.9%,,
Worked at Home,,Sample,n.a.,0.8%,1.4%,1.5%,2.6%,,
,,,n.a.,100%,100%,100%,100%,,
Travel Time to Work,,,,,,,,,
"Mean Travel Time to Work, minutes","Mean Travel Time to Work, minutes",Sample,n.a.,19.0,19.0,21.8,21.4,,
Workers 16+ (Did Not Work at Home),Workers 16+ (Did Not Work at Home),,,,,,,,
,Less than 10 minutes,Sample,n.a.,"7,593","9,304","7,860","6,194",,
,10 to 44 minutes,Sample,n.a.,"44,129","51,911","51,380","49,875",,
,45 or more minutes,Sample,n.a.,"2,994","3,889","5,867","5,502",,
,,,n.a.,"54,716","65,104","65,107","61,571",,
Less than 10 minutes,,Sample,n.a.,14%,14%,12%,10%,,
10 to 44 minutes,,Sample,n.a.,81%,80%,79%,81%,,
45 or more minutes,,Sample,n.a.,5%,6%,9%,9%,,
,,,n.a.,100%,100%,100%,100%,,
,,,,,,,,,
HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,,,,,,,
