Name: “Table 1 of 1 on page 76 of 138”,Name: “Table 1 of 1 on page 76 of 138”,Name: “Table 1 of 1 on page 76 of 138”,Name: “Table 1 of 1 on page 76 of 138”,Name: “Table 1 of 1 on page 76 of 138”,Name: “Table 1 of 1 on page 76 of 138”,Name: “Table 1 of 1 on page 76 of 138”,Name: “Table 1 of 1 on page 76 of 138”,Name: “Table 1 of 1 on page 76 of 138”,Name: “Table 1 of 1 on page 76 of 138”
Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,71
,Isle of Wight,,,,,,,,
,,1Source,Year 1970,Year 1980,Year 1990,Year 2000,Year 2010,,
Time Leaving Home to Go to Work,Time Leaving Home to Go to Work,,,,,,,,
Workers 16+ (Did Not Work at Home),Workers 16+ (Did Not Work at Home),,,,,,,,
,5:00 a.m. to 5:59 a.m.,Sample,n.a.,n.a.,"1,519","1,555","2,288",,
,6:00 a.m. to 6:59 a.m.,Sample,n.a.,n.a.,"2,972","3,515","4,066",,
,7:00 a.m. to 7:59 a.m.,Sample,n.a.,n.a.,"3,152","3,945","3,738",,
,8:00 a.m. to 8:59 a.m.,Sample,n.a.,n.a.,"1,291","1,630","2,281",,
,9:00 a.m. to 9:59 a.m.,Sample,n.a.,n.a.,377,470,957,,
,Other Times,Sample,n.a.,n.a.,"2,031","2,430","3,254",,
,,,,,"11,342","13,545","16,584",,
Time Leaving Home to Go to Work,Time Leaving Home to Go to Work,,,,,,,,
5:00 a.m. to 5:59 a.m.,5:00 a.m. to 5:59 a.m.,Sample,n.a.,n.a.,13%,11%,14%,,
6:00 a.m. to 6:59 a.m.,6:00 a.m. to 6:59 a.m.,Sample,n.a.,n.a.,26%,26%,25%,,
7:00 a.m. to 7:59 a.m.,7:00 a.m. to 7:59 a.m.,Sample,n.a.,n.a.,28%,29%,23%,,
8:00 a.m. to 8:59 a.m.,8:00 a.m. to 8:59 a.m.,Sample,n.a.,n.a.,11%,12%,14%,,
9:00 a.m. to 9:59 a.m.,9:00 a.m. to 9:59 a.m.,Sample,n.a.,n.a.,3%,3%,6%,,
Other Hours,,Sample,n.a.,n.a.,18%,18%,20%,,
,,,,,100%,100%,100%,,
Place of Work,,,,,,,,,
Workers 16 Years and Over,Workers 16 Years and Over,,,,,,,,
,Work In County of Residence,Sample,n.a.,n.a.,"4,747","5,118","6,020",,
,Work Outside County of Residence,Sample,n.a.,n.a.,"6,890","8,868","11,239",,
,,,,,"11,637","13,986","17,259",,
"Work In County of Residence, %","Work In County of Residence, %",Sample,n.a.,n.a.,41%,37%,35%,,
"Work Outside County of Residence, %","Work Outside County of Residence, %",Sample,n.a.,n.a.,59%,63%,65%,,
,,,,,100%,100%,100%,,
Footnotes,,,,,,,,,
1Source:,,,,,,,,,
Full: Based on entire population and every housing unit.,Full: Based on entire population and every housing unit.,Full: Based on entire population and every housing unit.,,,,,,,
"Sample: Based on a sample of population and housing units for subject year, except for ""2010"": 3-year estimate (2009-2011).","Sample: Based on a sample of population and housing units for subject year, except for ""2010"": 3-year estimate (2009-2011).","Sample: Based on a sample of population and housing units for subject year, except for ""2010"": 3-year estimate (2009-2011).","Sample: Based on a sample of population and housing units for subject year, except for ""2010"": 3-year estimate (2009-2011).","Sample: Based on a sample of population and housing units for subject year, except for ""2010"": 3-year estimate (2009-2011).","Sample: Based on a sample of population and housing units for subject year, except for ""2010"": 3-year estimate (2009-2011).","Sample: Based on a sample of population and housing units for subject year, except for ""2010"": 3-year estimate (2009-2011).","Sample: Based on a sample of population and housing units for subject year, except for ""2010"": 3-year estimate (2009-2011).",,
"Mixed: Based on a sample (1970, 1980) and based on full enumeration (1990, 2000, 2010).","Mixed: Based on a sample (1970, 1980) and based on full enumeration (1990, 2000, 2010).","Mixed: Based on a sample (1970, 1980) and based on full enumeration (1990, 2000, 2010).","Mixed: Based on a sample (1970, 1980) and based on full enumeration (1990, 2000, 2010).","Mixed: Based on a sample (1970, 1980) and based on full enumeration (1990, 2000, 2010).","Mixed: Based on a sample (1970, 1980) and based on full enumeration (1990, 2000, 2010).",,,,
2Total:,,,,,,,,,
"For the decades with sample data (1970, 1980), these totals differ slightly from ""In Group Quarters"" above.","For the decades with sample data (1970, 1980), these totals differ slightly from ""In Group Quarters"" above.","For the decades with sample data (1970, 1980), these totals differ slightly from ""In Group Quarters"" above.","For the decades with sample data (1970, 1980), these totals differ slightly from ""In Group Quarters"" above.","For the decades with sample data (1970, 1980), these totals differ slightly from ""In Group Quarters"" above.","For the decades with sample data (1970, 1980), these totals differ slightly from ""In Group Quarters"" above.","For the decades with sample data (1970, 1980), these totals differ slightly from ""In Group Quarters"" above.",,,
,,,,,,,,,
HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,,,,,,
