Name: “Table 1 of 1 on page 123 of 138”,Name: “Table 1 of 1 on page 123 of 138”,Name: “Table 1 of 1 on page 123 of 138”,Name: “Table 1 of 1 on page 123 of 138”,Name: “Table 1 of 1 on page 123 of 138”,Name: “Table 1 of 1 on page 123 of 138”,Name: “Table 1 of 1 on page 123 of 138”,Name: “Table 1 of 1 on page 123 of 138”,Name: “Table 1 of 1 on page 123 of 138”,Name: “Table 1 of 1 on page 123 of 138”
Table: 123,Table: 123,Table: 123,Table: 123,Table: 123,Table: 123,Table: 123,Table: 123,Table: 123,Table: 123
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,118
"Transportation Related Census Data, Va. Beach, 1970-2010","Transportation Related Census Data, Va. Beach, 1970-2010","Transportation Related Census Data, Va. Beach, 1970-2010","Transportation Related Census Data, Va. Beach, 1970-2010",,,,,,
Source: HRTPO analysis of US Census data,,,,,,,,,
Source file: master.xlsx,,,,,,,,,
,Virginia Beach,,,,,,,,
,,1Source,Year 1970,Year 1980,Year 1990,Year 2000,Year 2010,,
Population,,,,,,,,,
Population,,Full,"172,106","262,199","393,069","425,257","437,994",,
,,,,1970's,1980's,1990's,2000's,,
,"Growth Rate, annual",Full,n.a.,4.3%,4.1%,0.8%,0.3%,,
In Households,,Full,"159,601","252,739","381,708","417,574","428,741",,
In Group Quarters,,Full,"12,505","9,460","11,361","7,683","9,253",,
,,,"172,106","262,199","393,069","425,257","437,994",,
Population in Group Quarters,,,,,,,,,
,In Nursing Facilities,Mixed,321,719,879,"1,753","1,520",,
,In Other Institutional Facilities,Mixed,40,192,618,"1,041","1,441",,
,In College/University Student Housing,Mixed,5,273,488,54,"1,073",,
,In Military Quarters,Mixed,"11,755","8,271","8,805","4,280","4,669",,
,In Other Noninstitutional Facilities,Mixed,323,33,571,555,550,,
,Total 2,,"12,444","9,488","11,361","7,683","9,253",,
"Detail of ""In Other Institutional Facilities"" (above)","Detail of ""In Other Institutional Facilities"" (above)",,,,,,,,
,In Correctional Facilities,Full,n.a.,n.a.,504,961,"1,441",,
,In Other Institutional Facilities,Full,n.a.,n.a.,114,80,0,,
,,,,,618,"1,041","1,441",,
Age,,,,,,,,,
Ages 0 thru 17,,Full,"66,435","80,529","109,887","116,888","105,249",,
Ages 18 thru 64,,Full,"99,718","169,757","259,968","272,436","286,310",,
Ages 65 thru 74,,Full,"3,883","7,683","15,295","20,735","25,916",,
Age 75 and Over,,Full,"2,070","4,230","7,919","15,198","20,519",,
,,,"172,106","262,199","393,069","425,257","437,994",,
Ages 0 thru 17,,Full,39%,31%,28%,27%,24%,,
Ages 18 thru 64,,Full,58%,65%,66%,64%,65%,,
Ages 65 thru 74,,Full,2%,3%,4%,5%,6%,,
Age 75 and Over,,Full,1%,2%,2%,4%,5%,,
,,,100%,100%,100%,100%,100%,,
HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,,,,,,,
