Name: “Table 1 of 1 on page 98 of 138”,Name: “Table 1 of 1 on page 98 of 138”,Name: “Table 1 of 1 on page 98 of 138”,Name: “Table 1 of 1 on page 98 of 138”,Name: “Table 1 of 1 on page 98 of 138”,Name: “Table 1 of 1 on page 98 of 138”,Name: “Table 1 of 1 on page 98 of 138”,Name: “Table 1 of 1 on page 98 of 138”,Name: “Table 1 of 1 on page 98 of 138”,Name: “Table 1 of 1 on page 98 of 138”
Table: 98,Table: 98,Table: 98,Table: 98,Table: 98,Table: 98,Table: 98,Table: 98,Table: 98,Table: 98
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,93
"Transportation Related Census Data, Poquoson, 1980-2010","Transportation Related Census Data, Poquoson, 1980-2010","Transportation Related Census Data, Poquoson, 1980-2010","Transportation Related Census Data, Poquoson, 1980-2010",,,,,,
Source: HRTPO analysis of US Census data,,,,,Poquoson became an independent city in 1975.,Poquoson became an independent city in 1975.,Poquoson became an independent city in 1975.,Poquoson became an independent city in 1975.,
Source file: master.xlsx,,,,,,,,,
,Poquoson,,,,,,,,
,,1Source,Year 1970,Year 1980,Year 1990,Year 2000,Year 2010,,
Population,,,,,,,,,
Population,,Full,n.a.,"8,726","11,005","11,566","12,150",,
,,,,1970's,1980's,1990's,2000's,,
,"Growth Rate, annual",Full,n.a.,n.a.,2.3%,0.5%,0.5%,,
In Households,,Full,n.a.,"8,726","10,912","11,468","12,099",,
In Group Quarters,,Full,n.a.,0,93,98,51,,
,,,n.a.,"8,726","11,005","11,566","12,150",,
Population in Group Quarters,,,,,,,,,
,In Nursing Facilities,Mixed,n.a.,0,93,58,51,,
,In Other Institutional Facilities,Mixed,n.a.,0,0,0,0,,
,In College/University Student Housing,Mixed,n.a.,0,0,0,0,,
,In Military Quarters,Mixed,n.a.,0,0,0,0,,
,In Other Noninstitutional Facilities,Mixed,n.a.,0,0,40,0,,
,Total 2,,n.a.,0,93,98,51,,
"Detail of ""In Other Institutional Facilities"" (above)","Detail of ""In Other Institutional Facilities"" (above)",,,,,,,,
,In Correctional Facilities,Full,n.a.,n.a.,0,0,0,,
,In Other Institutional Facilities,Full,n.a.,n.a.,0,0,0,,
,,,,,0,0,0,,
Age,,,,,,,,,
Ages 0 thru 17,,Full,n.a.,"2,856","3,028","3,102","2,969",,
Ages 18 thru 64,,Full,n.a.,"5,278","7,052","7,150","7,290",,
Ages 65 thru 74,,Full,n.a.,394,502,766,"1,135",,
Age 75 and Over,,Full,n.a.,198,423,548,756,,
,,,n.a.,"8,726","11,005","11,566","12,150",,
Ages 0 thru 17,,Full,n.a.,33%,28%,27%,24%,,
Ages 18 thru 64,,Full,n.a.,60%,64%,62%,60%,,
Ages 65 thru 74,,Full,n.a.,5%,5%,7%,9%,,
Age 75 and Over,,Full,n.a.,2%,4%,5%,6%,,
,,,n.a.,100%,100%,100%,100%,,
HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,,,,,,,
