Name: “Table 1 of 1 on page 119 of 138”,Name: “Table 1 of 1 on page 119 of 138”,Name: “Table 1 of 1 on page 119 of 138”,Name: “Table 1 of 1 on page 119 of 138”,Name: “Table 1 of 1 on page 119 of 138”,Name: “Table 1 of 1 on page 119 of 138”,Name: “Table 1 of 1 on page 119 of 138”,Name: “Table 1 of 1 on page 119 of 138”,Name: “Table 1 of 1 on page 119 of 138”,Name: “Table 1 of 1 on page 119 of 138”
Table: 119,Table: 119,Table: 119,Table: 119,Table: 119,Table: 119,Table: 119,Table: 119,Table: 119,Table: 119
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,114
,Surry,,,,,,,,
,,1Source,Year 1970,Year 1980,Year 1990,Year 2000,Year 2010,,
Households,,,,,,,,,
Households,,Full,"1,578","2,009","2,283","2,619","2,826",,
Persons per Household,Persons per Household,Full,3.71,3.01,2.69,2.61,2.50,,
Employment (by place of residence),Employment (by place of residence),,,,,,,,
Population 16 Years and Over,Population 16 Years and Over,,,,,,,,
,Civilian Labor Force,Sample,"2,191","2,617","2,882","3,374",n.a.,,
,Armed Forces,Sample,4,0,6,2,n.a.,,
,Not in Labor Force,Sample,"1,651","1,881","1,835","1,913",n.a.,,
,,,"3,846","4,498","4,723","5,289",n.a.,,
,"Civilian Labor Force, % of labor force",Sample,100%,100%,100%,100%,n.a.,,
,"Armed Forces, % of labor force",Sample,0%,0%,0%,0%,n.a.,,
,,,100%,100%,100%,100%,n.a.,,
,"In Labor Force, % of pop. age 16+",Sample,57%,58%,61%,64%,n.a.,,
,"Not in Labor Force, % of pop. age 16+",Sample,43%,42%,39%,36%,n.a.,,
,,,100%,100%,100%,100%,n.a.,,
Vehicles,,,,,,,,,
Occupied Housing Units,Occupied Housing Units,,,,,,,,
,Zero-Vehicle Occ'd Housing Units,Sample,315,245,224,188,n.a.,,
,Occ'd Housing Units with Vehicles,Sample,"1,263","1,764","2,059","2,431",n.a.,,
,,,"1,578","2,009","2,283","2,619",n.a.,,
"Zero-Vehicle Occupied Housing Units, %","Zero-Vehicle Occupied Housing Units, %",Sample,20%,12%,10%,7%,n.a.,,
"Occupied Housing Units with Vehicles, %","Occupied Housing Units with Vehicles, %",Sample,80%,88%,90%,93%,n.a.,,
,,,100%,100%,100%,100%,n.a.,,
HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,,,,,,,
