Name: “Table 1 of 1 on page 12 of 138”,Name: “Table 1 of 1 on page 12 of 138”,Name: “Table 1 of 1 on page 12 of 138”,Name: “Table 1 of 1 on page 12 of 138”,Name: “Table 1 of 1 on page 12 of 138”,Name: “Table 1 of 1 on page 12 of 138”,Name: “Table 1 of 1 on page 12 of 138”,Name: “Table 1 of 1 on page 12 of 138”,Name: “Table 1 of 1 on page 12 of 138”,Name: “Table 1 of 1 on page 12 of 138”
Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,7
,,Coverage1,Source2,Year 1970,Year 1980,Year 1990,Year 2000,,Year 2010
Time Leaving Home to Go to Work,Time Leaving Home to Go to Work,,,,,,,,
Workers 16+ (Did Not Work at Home),Workers 16+ (Did Not Work at Home),,,,,,,,
,5:00 a.m. to 5:59 a.m.,HR11,Sample,n.a.,n.a.,"65,553","67,865",,"77,890"
,6:00 a.m. to 6:59 a.m.,HR11,Sample,n.a.,n.a.,"160,103","166,020",,"170,158"
,7:00 a.m. to 7:59 a.m.,HR11,Sample,n.a.,n.a.,"185,406","204,870",,"191,222"
,8:00 a.m. to 8:59 a.m.,HR11,Sample,n.a.,n.a.,"99,404","108,250",,"121,120"
,9:00 a.m. to 9:59 a.m.,HR11,Sample,n.a.,n.a.,"32,262","36,085",,"41,019"
,Other Times,HR11,Sample,n.a.,n.a.,"120,089","135,220",,"157,728"
,,,,,,"662,817","718,310",,"759,137"
Time Leaving Home to Go to Work,Time Leaving Home to Go to Work,,,,,,,,
5:00 a.m. to 5:59 a.m.,5:00 a.m. to 5:59 a.m.,HR11,Sample,n.a.,n.a.,10%,9%,,10%
6:00 a.m. to 6:59 a.m.,6:00 a.m. to 6:59 a.m.,HR11,Sample,n.a.,n.a.,24%,23%,,22%
7:00 a.m. to 7:59 a.m.,7:00 a.m. to 7:59 a.m.,HR11,Sample,n.a.,n.a.,28%,29%,,25%
8:00 a.m. to 8:59 a.m.,8:00 a.m. to 8:59 a.m.,HR11,Sample,n.a.,n.a.,15%,15%,,16%
9:00 a.m. to 9:59 a.m.,9:00 a.m. to 9:59 a.m.,HR11,Sample,n.a.,n.a.,5%,5%,,5%
Other Hours,,HR11,Sample,n.a.,n.a.,18%,19%,,21%
,,,,,,100%,100%,,100%
Place of Work,,,,,,,,,
Workers 16 Years and Over,Workers 16 Years and Over,,,,,,,,
,Work In County of Residence,HR11,Sample,n.a.,n.a.,"392,822","383,139",,"423,252"
,Work Outside County of Residence,HR11,Sample,n.a.,n.a.,"307,220","354,742",,"370,628"
,,,,,,"700,042","737,881",,"793,880"
"Work In County of Residence, %","Work In County of Residence, %",HR11,Sample,n.a.,n.a.,56%,52%,,53%
"Work Outside County of Residence, %","Work Outside County of Residence, %",HR11,Sample,n.a.,n.a.,44%,48%,,47%
,,,,,,100%,100%,,100%
Footnotes,,,,,,,,,
1Coverage column:,1Coverage column:,,,,,,,,
HRTPO13: The 13 locality members of the HRTPO (including the whole county of Gloucester).,HRTPO13: The 13 locality members of the HRTPO (including the whole county of Gloucester).,HRTPO13: The 13 locality members of the HRTPO (including the whole county of Gloucester).,HRTPO13: The 13 locality members of the HRTPO (including the whole county of Gloucester).,HRTPO13: The 13 locality members of the HRTPO (including the whole county of Gloucester).,,,,,
"HR11: The 11 largest HRTPO members: Ches., Glo. (whole county), Hamp., Isle of W., JCC, NN, Nor., Ports., Suff., Va. B, York.","HR11: The 11 largest HRTPO members: Ches., Glo. (whole county), Hamp., Isle of W., JCC, NN, Nor., Ports., Suff., Va. B, York.","HR11: The 11 largest HRTPO members: Ches., Glo. (whole county), Hamp., Isle of W., JCC, NN, Nor., Ports., Suff., Va. B, York.","HR11: The 11 largest HRTPO members: Ches., Glo. (whole county), Hamp., Isle of W., JCC, NN, Nor., Ports., Suff., Va. B, York.","HR11: The 11 largest HRTPO members: Ches., Glo. (whole county), Hamp., Isle of W., JCC, NN, Nor., Ports., Suff., Va. B, York.","HR11: The 11 largest HRTPO members: Ches., Glo. (whole county), Hamp., Isle of W., JCC, NN, Nor., Ports., Suff., Va. B, York.","HR11: The 11 largest HRTPO members: Ches., Glo. (whole county), Hamp., Isle of W., JCC, NN, Nor., Ports., Suff., Va. B, York.",,,
"HR7Cities: The 7 largest city HRTPO members: Ches., Hamp., Newp. News, Nor., Ports., Suff., Va. B.","HR7Cities: The 7 largest city HRTPO members: Ches., Hamp., Newp. News, Nor., Ports., Suff., Va. B.","HR7Cities: The 7 largest city HRTPO members: Ches., Hamp., Newp. News, Nor., Ports., Suff., Va. B.","HR7Cities: The 7 largest city HRTPO members: Ches., Hamp., Newp. News, Nor., Ports., Suff., Va. B.","HR7Cities: The 7 largest city HRTPO members: Ches., Hamp., Newp. News, Nor., Ports., Suff., Va. B.","HR7Cities: The 7 largest city HRTPO members: Ches., Hamp., Newp. News, Nor., Ports., Suff., Va. B.",,,,
2Source:,,,,,,,,,
Full: Based on entire population and every housing unit.,Full: Based on entire population and every housing unit.,Full: Based on entire population and every housing unit.,,,,,,,
