Name: “Table 1 of 1 on page 12 of 55”,Name: “Table 1 of 1 on page 12 of 55”,Name: “Table 1 of 1 on page 12 of 55”,Name: “Table 1 of 1 on page 12 of 55”,Name: “Table 1 of 1 on page 12 of 55”,Name: “Table 1 of 1 on page 12 of 55”,Name: “Table 1 of 1 on page 12 of 55”,Name: “Table 1 of 1 on page 12 of 55”,Name: “Table 1 of 1 on page 12 of 55”,Name: “Table 1 of 1 on page 12 of 55”,Name: “Table 1 of 1 on page 12 of 55”,Name: “Table 1 of 1 on page 12 of 55”,Name: “Table 1 of 1 on page 12 of 55”,Name: “Table 1 of 1 on page 12 of 55”,Name: “Table 1 of 1 on page 12 of 55”,Name: “Table 1 of 1 on page 12 of 55”,Name: “Table 1 of 1 on page 12 of 55”
Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12
,,,,,,,,,,,,,,,,
,,,,Southeastern Parkway & Greenbelt,Southeastern Parkway & Greenbelt,Southeastern Parkway & Greenbelt,Southeastern Parkway & Greenbelt,,,,,Route 460 Realignment,Route 460 Realignment,Route 460 Realignment,,
,,,,AM Peak,AM,AM,PM Peak Hour,PM,,,AM Peak,AM,AM,PM Peak Hour,PM,
,,,,Hour Criteria,Peak,Peak,Criteria,Peak,PM Peak,,Hour Criteria,Peak,Peak,Criteria,Peak,PM Peak
,,,,(Density4 ),Hour,Hour,(Density4 ),Hour,Hour,,(Density4 ),Hour,Hour,(Density4 ),Hour,Hour
Planning,,,,(Avg Travel,Calc.,LOS,(Avg Travel,Calc.,LOS,,(Avg Travel,Calc.,LOS,(Avg Travel,Calc.,LOS
Analysis,,Segments,ADT,Speed5 ),Volume,(HCS),Speed5 ),Volume,(HCS),ADT,Speed5 ),Volume,(HCS),Speed5 ),Volume,(HCS)
,G,I-64 (on the Peninsula) (5 segments),,,,,,,,,,,,,,
Freeway,G1,New Kent County Line to Route 30 (Exit 227),"9,600",,,,3.5,900,A,"10,800",,,,3.9,"1,000",A
Freeway,G2,Route 30 (Exit 220) to Croaker Rd (Exit 231),"68,400",,,,25.0,"6,200",C,"55,000",,,,19.8,"5,000",C
