Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”
Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9
,,,,,,,,,,,,,,,,
,,,,Hampton Roads Crossing - Segment 1,Hampton Roads Crossing - Segment 1,Hampton Roads Crossing - Segment 1,Hampton Roads Crossing - Segment 1,Hampton Roads Crossing - Segment 1,,,Midtown Tunnel & MLK Extension,Midtown Tunnel & MLK Extension,Midtown Tunnel & MLK Extension,Midtown Tunnel & MLK Extension,,
,,,,AM Peak,AM,AM,PM Peak Hour,PM,,,AM Peak,AM,AM,PM Peak Hour,PM,
,,,,Hour Criteria,Peak,Peak,Criteria,Peak,PM Peak,,Hour Criteria,Peak,Peak,Criteria,Peak,PM Peak
,,,,(Density4 ),Hour,Hour,(Density4 ),Hour,Hour,,(Density4 ),Hour,Hour,(Density4 ),Hour,Hour
Planning,,,,(Avg Travel,Calc.,LOS,(Avg Travel,Calc.,LOS,,(Avg Travel,Calc.,LOS,(Avg Travel,Calc.,LOS
Analysis,,Segments,ADT,Speed5 ),Volume,(HCS),Speed5 ),Volume,(HCS),ADT,Speed5 ),Volume,(HCS),Speed5 ),Volume,(HCS)
,G,I-64 (on the Peninsula) (5 segments),,,,,,,,,,,,,,
Freeway,G1,New Kent County Line to Route 30 (Exit 227),"9,600",,,,3.5,900,A,"9,600",,,,3.5,900,A
