Name: “Table 1 of 1 on page 14 of 23”,Name: “Table 1 of 1 on page 14 of 23”,Name: “Table 1 of 1 on page 14 of 23”,Name: “Table 1 of 1 on page 14 of 23”,Name: “Table 1 of 1 on page 14 of 23”,Name: “Table 1 of 1 on page 14 of 23”,Name: “Table 1 of 1 on page 14 of 23”,Name: “Table 1 of 1 on page 14 of 23”,Name: “Table 1 of 1 on page 14 of 23”
Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14
,,,,,,,,
reduction in demand due to tolls and the addition of roadway capacity.,reduction in demand due to tolls and the addition of roadway capacity.,reduction in demand due to tolls and the addition of roadway capacity.,reduction in demand due to tolls and the addition of roadway capacity.,reduction in demand due to tolls and the addition of roadway capacity.,reduction in demand due to tolls and the addition of roadway capacity.,reduction in demand due to tolls and the addition of roadway capacity.,,
,Table 3.2-1 Daily Level-of-Service – Project Package #1,Table 3.2-1 Daily Level-of-Service – Project Package #1,Table 3.2-1 Daily Level-of-Service – Project Package #1,Table 3.2-1 Daily Level-of-Service – Project Package #1,Table 3.2-1 Daily Level-of-Service – Project Package #1,Table 3.2-1 Daily Level-of-Service – Project Package #1,Table 3.2-1 Daily Level-of-Service – Project Package #1,
,No Project,No Project,Revenue-Optimized Tolls,Revenue-Optimized Tolls,Revenue-Optimized Tolls,Reduced Tolls,Reduced Tolls,
Location,,,,,,,,
,Demand,LOS,Demand,Toll,LOS,Demand,Toll,LOS
MMMBT,"66,000",D,"44,000",$0.15/mi.,A,"82,000",$0.06/mi.,B
HRBT,"101,000",F,"67,000",$1.42,D,"67,000",$0.80,D
James River,,,,,,,,
Bridge,"41,000",A/B,"19,000",$1.42,A,"24,000",$0.80,A
Midtown,,,,,,,,
Tunnel,"54,000",F,"25,000",$1.48,A,"42,000",$0.61,B
Downtown,,,,,,,,
Tunnel,"120,000",F,"45,000",$1.59,B,"77,000",$0.65,E
SE Parkway &,,,,,,,,
Greenbelt,,,,,,,,
Dominion,,,,,,,,
Boulevard,"40,000",F,"26,000",$0.83/mi.,A,"73,000",0.07/mi.,E
Oak Grove,,,,,,,,
Connector,"73,000",E/ F,"40,000",$0.56/mi.,B,"77,000",0.07/mi.,C
Great Bridge-,,,,,,,,
VA Beach,N/A,N/A,"35,000",$0.07/mi.,A,"43,000",0.07/mi.,B
US 460,N/A,N/A,"21,000",$0.11/mi.,A,"38,000",0.02/mi.,B
All toll values represent “off-peak” and are in Year 2004 US dollars,All toll values represent “off-peak” and are in Year 2004 US dollars,All toll values represent “off-peak” and are in Year 2004 US dollars,All toll values represent “off-peak” and are in Year 2004 US dollars,All toll values represent “off-peak” and are in Year 2004 US dollars,All toll values represent “off-peak” and are in Year 2004 US dollars,,,
,,,,,,,,3-11
