Name: “Table 1 of 1 on page 15 of 24”,Name: “Table 1 of 1 on page 15 of 24”,Name: “Table 1 of 1 on page 15 of 24”,Name: “Table 1 of 1 on page 15 of 24”,Name: “Table 1 of 1 on page 15 of 24”,Name: “Table 1 of 1 on page 15 of 24”,Name: “Table 1 of 1 on page 15 of 24”
Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15
,,,,,,
"Annual Average Volumes by Day of Week, Time of Day, Season, and Direction","Annual Average Volumes by Day of Week, Time of Day, Season, and Direction","Annual Average Volumes by Day of Week, Time of Day, Season, and Direction","Annual Average Volumes by Day of Week, Time of Day, Season, and Direction","Annual Average Volumes by Day of Week, Time of Day, Season, and Direction","Annual Average Volumes by Day of Week, Time of Day, Season, and Direction",
  High Rise Bridge,  High Rise Bridge,,,,,
Dates Collected:  8/26/2009 & 8/27/2009,Dates Collected:  8/26/2009 & 8/27/2009,Dates Collected:  8/26/2009 & 8/27/2009,,,,
High Rise Bridge - Towards Suffolk,High Rise Bridge - Towards Suffolk,High Rise Bridge - Towards Suffolk,High Rise Bridge - Towards Va Beach,High Rise Bridge - Towards Va Beach,High Rise Bridge - Towards Va Beach,High Rise Bridge - Towards Va Beach
Time Start,Wednesday,Thursday,,Time Start,Wednesday,Thursday
0:00,308,332,,0:00,251,274
1:00,170,191,,1:00,144,149
2:00,140,157,,2:00,112,140
3:00,160,199,,3:00,169,187
4:00,400,451,,4:00,310,324
5:00,"1,062","1,083",,5:00,"1,113","1,089"
6:00,"2,657","2,624",,6:00,"3,057","2,887"
7:00,"3,243","3,131",,7:00,"3,943","3,755"
8:00,"2,631","2,553",09,8:00,"3,457","3,338"
,,,0,,,
9:00,"2,001","1,969",/2,9:00,"2,579","2,644"
10:00,"1,944","1,991",27,10:00,"2,035","2,260"
,,,/,,,
11:00,"2,000","2,163",8,11:00,"2,093","2,105"
,,,&,,,
12:00,"2,130","2,281",9,12:00,"2,209","2,069"
,,,0,,,
13:00,"2,256","2,397",20,13:00,"2,085","2,326"
14:00,"2,559","2,707",26/,14:00,"2,409","2,741"
15:00,"3,393","3,617",8/,15:00,"3,274","3,611"
16:00,"3,731","3,870",,16:00,"3,035","3,751"
17:00,"3,635","3,750",,17:00,"3,503","3,682"
18:00,"2,544","2,705",,18:00,"2,458","2,356"
19:00,"1,695","1,748",,19:00,"1,590","1,504"
20:00,"1,418","1,537",,20:00,"1,158","1,128"
21:00,"1,223","1,222",,21:00,974,941
22:00,859,792,,22:00,720,773
23:00,471,527,,23:00,525,526
Source:  HRTPO analysis of VDOT raw count station data.,Source:  HRTPO analysis of VDOT raw count station data.,Source:  HRTPO analysis of VDOT raw count station data.,,,,
