Name: “Table 1 of 1 on page 6 of 24”,Name: “Table 1 of 1 on page 6 of 24”,Name: “Table 1 of 1 on page 6 of 24”,Name: “Table 1 of 1 on page 6 of 24”,Name: “Table 1 of 1 on page 6 of 24”,Name: “Table 1 of 1 on page 6 of 24”,Name: “Table 1 of 1 on page 6 of 24”
Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6
,,,,,,
"Annual Average Volumes by Day of Week, Time of Day, Season, and Direction","Annual Average Volumes by Day of Week, Time of Day, Season, and Direction","Annual Average Volumes by Day of Week, Time of Day, Season, and Direction","Annual Average Volumes by Day of Week, Time of Day, Season, and Direction","Annual Average Volumes by Day of Week, Time of Day, Season, and Direction","Annual Average Volumes by Day of Week, Time of Day, Season, and Direction",
  Hazelwood Bridge,  Hazelwood Bridge,,,,,
Dates Collected:  10/19/2011 & 10/20/2011,Dates Collected:  10/19/2011 & 10/20/2011,Dates Collected:  10/19/2011 & 10/20/2011,,,,
Hazelwood Bridge - Northbound,Hazelwood Bridge - Northbound,Hazelwood Bridge - Northbound,,Hazelwood Bridge - Southbound,Hazelwood Bridge - Southbound,Hazelwood Bridge - Southbound
Time Start,Wednesday,Thursday,,Time Start,Wednesday,Thursday
0:00,28,43,,0:00,32,25
1:00,21,26,,1:00,21,35
2:00,11,27,,2:00,22,30
3:00,30,23,,3:00,24,23
4:00,52,60,,4:00,85,107
5:00,164,173,,5:00,292,301
6:00,321,332,,6:00,532,602
7:00,408,432,,7:00,682,650
,,,1,,,
8:00,358,405,01,8:00,566,586
,,,2,,,
9:00,352,327,0/,9:00,466,497
10:00,371,354,/2,10:00,394,409
,,,0,,,
11:00,343,420,1,11:00,391,427
,,,&,,,
12:00,459,411,1,12:00,359,414
,,,1,,,
13:00,764,390,20,13:00,398,452
,,,/,,,
14:00,635,505,19,14:00,389,426
15:00,610,591,0/,15:00,510,570
,,,1,,,
16:00,752,774,,16:00,623,640
17:00,747,727,,17:00,572,669
18:00,558,628,,18:00,427,469
19:00,394,395,,19:00,266,264
20:00,268,306,,20:00,180,177
21:00,223,244,,21:00,139,154
22:00,133,167,,22:00,79,108
23:00,63,81,,23:00,50,60
Source:  HRTPO analysis of VDOT raw count station data.,Source:  HRTPO analysis of VDOT raw count station data.,Source:  HRTPO analysis of VDOT raw count station data.,,,,
