Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”
Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22
,,,,,,,,,,,,,,,
Affect of Closings on Volume of Remaining Crossings,Affect of Closings on Volume of Remaining Crossings,,,,,,,,,,,,,,
Closings in the direction toward  Va. Beach,,,,,,,,,,,,,,,
,Crossing to Be Closed,Crossing to Be Closed,,,,,,,,,,,,,
,,,,,,,,,Close South,,,,,Close Chesa-,Close
,,,,,,Close,Close,,Norfolk,,,,Close Great,peake,Centerville
,,,Close,Close,Close James,Midtown,Downtown,Close,Jordan,Close,,,Bridge,Expressway,Turnpike
,,Close,Godwin,Hazelwood  River Bridge,Hazelwood  River Bridge,Tunnel,Tunnel,Berkley,Bridge,Gilmerton,Close High-,Close Steel,Bridge,Bridge,Bridge
,Close HRBT,MMBT,Bridge,Bridge,(JRB),(MTT),(DTT),Bridge,(SNJB),Bridge (GB),Rise Bridge,Bridge,(GBB),(CEB),(CVTB)
Direction to be Closed:,EB,SB,SB,SB,SB,EB,EB,EB,EB,EB,to VaB,NB,NB,NB,NB
Remaining Crossings,portion of volume of closed crossing (%) to be added to / subtracted from volume of given direction of remaining crossings,portion of volume of closed crossing (%) to be added to / subtracted from volume of given direction of remaining crossings,portion of volume of closed crossing (%) to be added to / subtracted from volume of given direction of remaining crossings,portion of volume of closed crossing (%) to be added to / subtracted from volume of given direction of remaining crossings,portion of volume of closed crossing (%) to be added to / subtracted from volume of given direction of remaining crossings,portion of volume of closed crossing (%) to be added to / subtracted from volume of given direction of remaining crossings,portion of volume of closed crossing (%) to be added to / subtracted from volume of given direction of remaining crossings,portion of volume of closed crossing (%) to be added to / subtracted from volume of given direction of remaining crossings,portion of volume of closed crossing (%) to be added to / subtracted from volume of given direction of remaining crossings,,,,,,
HRBT,closed,+50% to EB,+20% to EB,+16% to EB,+11% to EB,+10% to EB,+9% to EB,negl. n.a.,negl. n.a.,+6% to EB,+10% to EB,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.
MMBT,+73% to SB,closed,+41% to SB,+31% to SB,+78% to SB,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,-5% to SB,-8% to SB,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.
