Name: “Table 1 of 1 on page 10 of 24”,Name: “Table 1 of 1 on page 10 of 24”,Name: “Table 1 of 1 on page 10 of 24”,Name: “Table 1 of 1 on page 10 of 24”,Name: “Table 1 of 1 on page 10 of 24”,Name: “Table 1 of 1 on page 10 of 24”,Name: “Table 1 of 1 on page 10 of 24”,Name: “Table 1 of 1 on page 10 of 24”,Name: “Table 1 of 1 on page 10 of 24”,Name: “Table 1 of 1 on page 10 of 24”,Name: “Table 1 of 1 on page 10 of 24”,Name: “Table 1 of 1 on page 10 of 24”,Name: “Table 1 of 1 on page 10 of 24”,Name: “Table 1 of 1 on page 10 of 24”,Name: “Table 1 of 1 on page 10 of 24”,Name: “Table 1 of 1 on page 10 of 24”
Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10
,,,,,,,,,,,,,,,
"Annual Average Volumes by Day of Week, Time of Day, Season, and Direction","Annual Average Volumes by Day of Week, Time of Day, Season, and Direction","Annual Average Volumes by Day of Week, Time of Day, Season, and Direction","Annual Average Volumes by Day of Week, Time of Day, Season, and Direction","Annual Average Volumes by Day of Week, Time of Day, Season, and Direction","Annual Average Volumes by Day of Week, Time of Day, Season, and Direction",,,,,,,,,,
  Midtown Tunnel,  Midtown Tunnel,,,,,,,,,,,,,,
Year:  2012,,,,,,,,,,,,,,,
,,Midtown Tunnel - Eastbound,Midtown Tunnel - Eastbound,Midtown Tunnel - Eastbound,,,,,,Midtown Tunnel - Westbound,Midtown Tunnel - Westbound,Midtown Tunnel - Westbound,,,
Time Start,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Time Start,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
0:00,101,89,121,83,65,184,217,0:00,146,143,135,160,196,284,267
1:00,46,45,60,48,34,113,129,1:00,79,75,74,79,110,210,204
2:00,38,41,45,41,33,104,98,2:00,63,51,51,66,86,164,213
3:00,80,55,64,58,55,91,79,3:00,52,52,51,58,82,113,131
4:00,350,379,357,364,375,149,80,4:00,115,125,115,121,123,89,85
5:00,"1,284","1,315","1,205","1,256","1,193",346,215,5:00,515,529,526,527,516,169,130
6:00,"1,510","1,518","1,431","1,507","1,434",545,326,6:00,"1,211","1,278","1,227","1,241","1,097",388,242
7:00,"1,513","1,459","1,407","1,503","1,450",488,294,7:00,"1,306","1,356","1,319","1,325","1,246",495,302
8:00,"1,442","1,471","1,408","1,458","1,346",588,369,8:00,924,970,986,976,923,456,289
9:00,"1,169","1,234","1,174","1,225","1,189",661,513,9:00,874,829,837,891,873,510,361
10:00,"1,032","1,126","1,014","1,066","1,121",705,624,10:00,857,862,839,912,922,635,525
11:00,999,"1,074","1,049","1,134","1,154",781,646,11:00,959,992,"1,018","1,064","1,177",779,633
