Name: “Table 1 of 1 on page 5 of 88”,Name: “Table 1 of 1 on page 5 of 88”,Name: “Table 1 of 1 on page 5 of 88”
Table: 5,Table: 5,Table: 5
,,
,Toll Feasibility Study,Toll Feasibility Study
3.2-5,Project Scenario Cash Flow..............................................................................,3-20
3.2-6,Project Scenario Capital Sources & Cost Summary .........................................,3-21
3.2-7,“Stand-Alone” Project Risk Assessment ...........................................................,3-22
3.2-8,Project Scenario Risk Assessment ...................................................................,3-23
3.2-9,Funding Deficit Uncertainty...............................................................................,3-24
4.1-1,Year 2026 Average Daily Mobility and Congestion...........................................,4-27
4.2-1,Year 2026 PM Level-of-Service Impacts ..........................................................,4-28
C-1,Demand Elasticity Studies ................................................................................,C-1
C-2,Trip Distribution/Assignment Parameters .........................................................,C-10
E-1,Debt Financing Structures – Toll Revenue Bonds ............................................,E-13
F-1,Input Parameter Distributions for HRX – Segment 1 ........................................,F-5
F-2,Input Parameter Distributions for Hampton Roads Third Crossing...................,F-6
F-3,Input Parameter Distributions for Midtown Tunnel and,
,MLK Freeway Extension ...................................................................................,F-7
F-4,Input Parameter Distributions for US Route 460...............................................,F-8
F-5,Input Parameter Distributions for Southeastern Parkway and Greenbelt .........,F-9
F-6,Input Parameter Distributions for Project Scenario 1........................................,F-10
F-6,Input Parameter Distributions for Project Scenario 2........................................,F-11
G-1,Year 2026 Level-of-Service ..............................................................................,G-1
H-1,Daily Travel Pattern – No Project......................................................................,H-1
H-2,"Daily Travel Pattern – Hampton Roads Crossing, Segment I...........................",H-2
H-3,Daily Travel Pattern – Hampton Roads Crossing .............................................,H-3
H-4,Daily Travel Pattern – Midtown Tunnel & MLK Extension ................................,H-4
H-5,Daily Travel Pattern – Southeastern Parkway & Greenbelt ..............................,H-5
H-6,Daily Travel Pattern – Route 460 Realignment.................................................,H-6
,,iii
