Name: “Table 1 of 1 on page 33 of 88”,Name: “Table 1 of 1 on page 33 of 88”,Name: “Table 1 of 1 on page 33 of 88”,Name: “Table 1 of 1 on page 33 of 88”,Name: “Table 1 of 1 on page 33 of 88”,Name: “Table 1 of 1 on page 33 of 88”,Name: “Table 1 of 1 on page 33 of 88”,Name: “Table 1 of 1 on page 33 of 88”,Name: “Table 1 of 1 on page 33 of 88”,Name: “Table 1 of 1 on page 33 of 88”,Name: “Table 1 of 1 on page 33 of 88”,Name: “Table 1 of 1 on page 33 of 88”,Name: “Table 1 of 1 on page 33 of 88”,Name: “Table 1 of 1 on page 33 of 88”,Name: “Table 1 of 1 on page 33 of 88”,Name: “Table 1 of 1 on page 33 of 88”
Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33
,,,,,,,,,,,,,,,
,,,,,,,,,,Toll Feasibility Study,Toll Feasibility Study,Toll Feasibility Study,Toll Feasibility Study,Toll Feasibility Study,
directional. Volumes were provided for individual projects (original 61 segments plus,directional. Volumes were provided for individual projects (original 61 segments plus,directional. Volumes were provided for individual projects (original 61 segments plus,directional. Volumes were provided for individual projects (original 61 segments plus,directional. Volumes were provided for individual projects (original 61 segments plus,directional. Volumes were provided for individual projects (original 61 segments plus,directional. Volumes were provided for individual projects (original 61 segments plus,directional. Volumes were provided for individual projects (original 61 segments plus,directional. Volumes were provided for individual projects (original 61 segments plus,directional. Volumes were provided for individual projects (original 61 segments plus,directional. Volumes were provided for individual projects (original 61 segments plus,directional. Volumes were provided for individual projects (original 61 segments plus,directional. Volumes were provided for individual projects (original 61 segments plus,directional. Volumes were provided for individual projects (original 61 segments plus,directional. Volumes were provided for individual projects (original 61 segments plus,
those,for,each,"project),",as,well,as,predetermined,predetermined,project,scenario,scenario,combinations.,combinations.,combinations.,
Analysis methods and assumptions are detailed in Technical Appendix “G”.,Analysis methods and assumptions are detailed in Technical Appendix “G”.,Analysis methods and assumptions are detailed in Technical Appendix “G”.,Analysis methods and assumptions are detailed in Technical Appendix “G”.,Analysis methods and assumptions are detailed in Technical Appendix “G”.,Analysis methods and assumptions are detailed in Technical Appendix “G”.,Analysis methods and assumptions are detailed in Technical Appendix “G”.,Analysis methods and assumptions are detailed in Technical Appendix “G”.,Analysis methods and assumptions are detailed in Technical Appendix “G”.,Analysis methods and assumptions are detailed in Technical Appendix “G”.,Analysis methods and assumptions are detailed in Technical Appendix “G”.,Analysis methods and assumptions are detailed in Technical Appendix “G”.,,,,
,,,Table 4.2-1 Year 2026 PM Level-of-Service Impacts,Table 4.2-1 Year 2026 PM Level-of-Service Impacts,Table 4.2-1 Year 2026 PM Level-of-Service Impacts,Table 4.2-1 Year 2026 PM Level-of-Service Impacts,Table 4.2-1 Year 2026 PM Level-of-Service Impacts,Table 4.2-1 Year 2026 PM Level-of-Service Impacts,Table 4.2-1 Year 2026 PM Level-of-Service Impacts,Table 4.2-1 Year 2026 PM Level-of-Service Impacts,Table 4.2-1 Year 2026 PM Level-of-Service Impacts,,,,
,Roadway Segment,Roadway Segment,Roadway Segment,Roadway Segment,,,,,,,,,,,
Primary Impact Area,Primary Impact Area,Primary Impact Area,,,,,,,,,,,,,
Hampton Roads Bridge Tunnel,Hampton Roads Bridge Tunnel,Hampton Roads Bridge Tunnel,Hampton Roads Bridge Tunnel,,,,F,E,F,F,F,E,C,C,F
"I-664, I-264 to Route 58","I-664, I-264 to Route 58","I-664, I-264 to Route 58",,,,,C,C,B,C,C,D,B,C,C
"I-664, 23rd St to Aberdeen Rd","I-664, 23rd St to Aberdeen Rd","I-664, 23rd St to Aberdeen Rd","I-664, 23rd St to Aberdeen Rd",,,,D,D,A,D,D,D,A,D,D
Midtown Tunnel,Midtown Tunnel,,,,,,F,F,F,E,F,F,F,F,E
"Route 460, I-664 to Route 58 Bypass","Route 460, I-664 to Route 58 Bypass","Route 460, I-664 to Route 58 Bypass","Route 460, I-664 to Route 58 Bypass",,,,C,D,C,D,D,E,C,C,C
Oak Grove Conn. (from I-64 to Battlefield Blvd),Oak Grove Conn. (from I-64 to Battlefield Blvd),Oak Grove Conn. (from I-64 to Battlefield Blvd),Oak Grove Conn. (from I-64 to Battlefield Blvd),Oak Grove Conn. (from I-64 to Battlefield Blvd),Oak Grove Conn. (from I-64 to Battlefield Blvd),,F,F,F,F,D,F,F,F,F
"Proposed EW Connector, near I-664","Proposed EW Connector, near I-664","Proposed EW Connector, near I-664","Proposed EW Connector, near I-664",,,,-,C,A,-,-,-,-,-,-
"Southeastern Parkway, Centreville Tpk to Indian River Rd","Southeastern Parkway, Centreville Tpk to Indian River Rd","Southeastern Parkway, Centreville Tpk to Indian River Rd","Southeastern Parkway, Centreville Tpk to Indian River Rd","Southeastern Parkway, Centreville Tpk to Indian River Rd","Southeastern Parkway, Centreville Tpk to Indian River Rd","Southeastern Parkway, Centreville Tpk to Indian River Rd",-,-,-,-,B,-,-,-,-
"Southeastern Parkway, Oceana Blvd to I-264","Southeastern Parkway, Oceana Blvd to I-264","Southeastern Parkway, Oceana Blvd to I-264","Southeastern Parkway, Oceana Blvd to I-264","Southeastern Parkway, Oceana Blvd to I-264","Southeastern Parkway, Oceana Blvd to I-264",,-,-,-,-,A,-,-,-,-
Secondary Impact Area,Secondary Impact Area,Secondary Impact Area,,,,,,,,,,,,,
